#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0,132,22706,ESTUD. Y TRABA. TECN. SEGURIDAD,0,0,0,380.98
0,132,23020,DEL PERSONAL SEGURIDAD,1000,0,1000,0
0,132,23120,DEL PERSONAL NO DIRECTIVO,1000,0,1000,0
0,132,240,GASTOS DE EDICION Y DISTRIBUCION SEGURIDAD,0,0,0,0
0,132,481,PREMIOS BECAS Y PENS.DE ESTU. SEGURIDAD,0,0,0,0
0,132,623,"MAQUINARIA, INSTALACIONES TECNICAS Y UTILLAJE",0,11329.46,11329.46,0
0,133,13000,R.B.L.F. ORDENACION DEL TRAFICO Y DEL ESTACIONAMIENTO,96926.21,0,96926.21,102115.77
0,133,13001,HORAS EXTRAS ORDENCION DEL TRAFICO Y DEL ESTACIONAMIENTO,9000,0,9000,8928.8
0,133,13002,O.R. L.F ORDENACION DEL TRAFICO Y DEL ESTACIONAMIENTO,12117.23,0,12117.23,27051.73
0,133,131,LABORAL TEMPORAL ORDENACION DEL TRAFICO Y DEL ESTACIONAMIENT,18093.18,0,18093.18,0
0,133,210,INFRA. Y BIENES NATU. ORDENAC.  DEL TRAFICO Y ESTACIONAMIEN.,110000,0,110000,111683.22
0,133,22199,OTROS SUMINISTROS ORDENACION DEL TRAFICO Y ESTACIONAMIENTO,0,0,0,0
0,133,22601,ATENC. PROTO Y REPRESENT. ORDENACION DEL TRAFICO Y ESTACIONA,0,0,0,0
0,133,22706,ESTUDIOS Y TRABAJOS TECNICOS SER,455083.72,0,455083.72,125943.99
0,133,62302,INSTALACION CAMARAS VIGILANCIA TRAFICO (P5000),0,0,0,0
0,133,62303,ADECUAC.SALA CONTROL MOVILIDAD TRAFICO (P5000),0,0,0,0
0,134,224,PRIMAS DE SEGUROS PROTECCION CIVIL,6000,0,6000,2801.82
0,134,213,"MAQUINARIA, INSTALACIONES Y UTILLAJE",0,0,0,0
0,134,22003,MAT.TEC.ESPE.NO. INVENTA.PROTECCION CIVIL.,0,0,0,0
0,134,22104,VESTUARIO PROTECCION CIVIL,5000,0,5000,4699.98
0,134,22105,PRODUCTOS ALIMENTICIOS PROTECCION CIVIL,1500,0,1500,1462.06
0,134,22111,SUMIN. DE REPUES. DE MAQ. UTI. ELEM. TPTE. PROTECCION CIVIL,2000,0,2000,0
0,134,22112,"SUMIN. DE MAT., ELECTRO., ELECT. Y DE TELEC.. PROTEC. CIVIL",1000,0,1000,770.77
0,134,22500,TRIBUTOS ESTATALES PROTECCION CIVIL,0,0,0,0
0,134,22601,ATENCIONES PROTOCOLARIAS Y PRESENTATIVAS,0,0,0,0
0,134,22699,OTROS GASTOS DIVERSOS,1500,0,1500,0
0,134,23020,DEL PERSONAL NO DIRECTIVO,0,0,0,0
0,134,23120,DEL PERSONAL NO DIRECTIVO,0,0,0,0
0,134,489,OTRAS TRANSFERENCIAS PROTECCION CIVIL,0,0,0,0
0,135,22501,TRIBUTOS CAM SERVICIO DE EXTINCION DE INCENDIOS,2054488.81,0,2054488.81,1554489.17
0,135,35200,INTERESES DE DEMORA SERVICO DE EXTINCION DE INCENDIOS,306486.28,0,306486.28,272724.82
0,135,622,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,0
0,151,12000,SUELDOS GRUPO A1 URBANISMO,44031.96,0,44031.96,42973.61
0,151,12001,SUELDOS GRUPO A2 URBANISMO,0,0,0,0
0,151,12002,SUELDOS GRUPO B URBANISMO,0,0,0,0
0,151,12003,SUELDOS GRUPO C1 URBANISMO,9884.84,0,9884.84,10040.82
0,151,12004,SUELDOS GRUPO C2 URBANISMO,16757.16,0,16757.16,12102.39
0,151,12005,SUELDOS GRUPO E URBANISMO,0,0,0,0
0,151,12006,TRIENIOS FUNC. URBANISMO,19059.02,0,19059.02,16188.09
0,151,12100,COMPLEM. DESTINO URBANISMO,48720.28,0,48720.28,46820.78
0,151,12101,COMPLEM. ESPEDIFICO URBANISMO,57371.16,0,57371.16,51670.44
0,151,12103,OTROS COMPLEM. FUNC. URBANISMO,4104,0,4104,3624
0,151,122,RETRIB. ESPECIE URBANISMO,0,0,0,0
0,151,13000,R.B. L.F. URBANISMO,951757.78,0,951757.78,861046.47
0,151,13001,HORAS EXTRAS L.F. URBANISMO,0,0,0,0
0,151,13002,O.R. L.F. URBANISMO,73067.45,0,73067.45,93907.28
0,151,131,R.L. T. URBANISMO,34336.26,0,34336.26,43700.67
0,151,15000,PRODUCT. FUNC. URBANISMO,47661.36,0,47661.36,43387.35
0,151,15001,PRODUCTIVIDAD LABORALES URBANISMO,35020.8,0,35020.8,34940.37
0,151,15100,GRATIFICACIONES F. URBANISMO,0,0,0,0
0,151,15101,GRATIFICACIONES L.F. URBANISMO,0,0,0,0
0,151,15301,DEDICACION LAB. URBANISMO,15000,0,15000,7820.12
0,151,202,ARRENDA.EDIF.Y OTR.CONSTRUCC. URBANISMO,50000,0,50000,65946.21
0,151,203,ARRENDA.MAQ.INSTA.UTILL. URBANISMO,3000,0,3000,225.5
0,151,205,ARRENDAMIENTOS DE MOBILIARIO Y ENSERES,0,0,0,0
0,151,209,CANON PARKING DISUASORIO,321384,0,321384,1588161.05
0,151,210,INFRAS. Y BIENES NATU. URBANISMO,0,0,0,0
0,151,212,EDIFIC. Y OTRAS CONSTRUC. URBANISMO,0,0,0,23694.99
0,151,213,MAQ.INST.Y UTILL.URBANISMO,10000,0,10000,9970.26
0,151,215,MOBILIARIO URBANISMO,300,0,300,1171.45
0,151,22001,"PRENSA, LIB.Y OTR.PUBL.URBANISMO",2000,0,2000,440.77
0,151,22003,MAT.TEC.ESP.NO.INV.URBANISMO,1000,0,1000,583.4
0,151,22101,AGUA URBANISMO,241576.67,0,241576.67,344805.23
0,151,22102,GAS URBANISMO,1594.03,0,1594.03,1933.92
0,151,225,TRIBUTOS URBANISMO,1500,0,1500,522
0,151,22601,ATENC.PROTO.Y REPRESEN. URBANISMO,1000,0,1000,379.4
0,151,22602,PUBLICIDAD Y PROPAGANDA URBANISMO,0,0,0,0
0,151,22603,PUBLICACIONES EN DIARIOS OFICIALES URBANISMO,30000,0,30000,38559.73
0,151,22604,JURIDICOS URBANISMO,5000,0,5000,3131.6
0,151,22606,"REUNIONES, CONFERENCIAS Y CURSOS URBANISMO",0,0,0,0
0,151,22611,ANUNCIOS EN PERIODICOS  URBANISMO,5000,0,5000,871.2
0,151,22699,OTROS GASTOS DIVERSOS,1000,0,1000,94.4
0,151,22706,ESTUDIOS Y TRABAJOS TECNICOS URBANISMO,75000,0,75000,786.5
0,151,23100,DE LOS MIEMBROS DE LOS ORGANOS DE GOBIERNO,0,0,0,0
0,151,23120,LOCOMOCION PERSONAL URBANISMO,500,0,500,28.1
0,151,609,O.  INV. NUEV. E INFRA. Y BIEN. DEST AL USO GENRAL URBANISMO,0,0,0,0
0,151,632,INV. REPO.ASOC. EDIF. Y O. CONSTRUCC. URBANISMO,50000,0,50000,45734.37
0,151,633,INV.REPO ASOC.MAQ. INSTA. Y UTI. URBANISMO,100000,0,100000,31283.34
0,151,750,A LA ADMON GENERAL DE LA CAM URBANISMO,0,0,0,0
0,151,770,A EMPRESAS PRIVADAS,0,0,0,0
0,151,790,CUOTA PARTIC.URBANIZ. URBANISMO,500000,0,500000,0
0,152,22713,ÓRDENES DE EJECUCIÓN SUBSIDIARIA,0,0,0,0
0,153,13000,R.B. L.F. ACCESO A LA VIVIENDA,0,0,0,15312.51
0,153,13001,HORAS EXTRAS L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,13002,O.R. L.F. ACCESO A LA VIVIENDA,0,0,0,14833.09
0,153,131,R.L. T. ACCESO A LA VIVIENDA,0,0,0,0
0,153,15101,GRATIFICACIONES L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,15301,DEDICACION LAB. ACCESO A LA VIVIENDA,0,0,0,0
0,153,202,ARRENDA.EDIF. OTR.CONSTRUCC.ACCESO A LA VIVIENDA,0,0,0,0
0,153,213,MAQ.INST.UTILL. ACCESO A LA VIVIENDA,0,0,0,0
0,153,22105,PRODUCTOS ALIMENTICIOS ACCESO A LA VIVIENDA,0,0,0,0
0,153,224,PRIMAS DE SEGUROS ACCESO A LA VIVIENDA,0,0,0,0
0,153,22602,PUBLIC. Y PROPAGANDA ACCESO A LA VIVIENDA,0,0,0,0
0,153,22603,PUBLICACION EN DIARIOS OFICIALES ACCESO A LA VIVIENDA,0,0,0,0
0,153,23120,LOCOMOCION PERSONAL ACCESO A LA VIVIENDA,0,0,0,0
0,153,44900,OTRAS SUBV A ENTES PUBLIC Y SOCIED MERCAT DE LA ENT LOCAL,0,0,0,0
0,153,481,AYUDAS ACCESO VIVIENDA Y ALQUILERES VIVIENDA,0,0,0,0
0,155,210,INFRAESTRUCTURAS Y BIENES NATURALES VIAS PUBLICAS,0,0,0,0
0,155,22711,CONT. SERVICIO CONSERVACION PAVIMENTOS,524649.36,164798.08,689447.44,711901.32
0,161,210,INFRAESTRUC.BIENES NATUR.SANEAM.ABAST.Y DISTRIB.AGUAS,0,0,0,0
0,161,22700,CONTRATO MANTENIMIENTO ALCANTARILLADO,0,178899.57,178899.57,178752.27
0,161,22706,ESTUD. Y TABA.TECNI. SANEA.ADAST. Y DISTRI. AGUAS,0,0,0,0
0,162,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,0,0,0,225086.1
0,162,213,MAQ. INSTA Y UTI. RECOG. Y TRATA. DE RESIDUOS,0,0,0,0
0,162,214,ELEMENTOS DE TRANSPORTE RECOG. ELIM. TRATA. DE RESIDUOS,0,0,0,0
0,162,215,MOBILIARIO RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22001,PRENSA LI. Y O. PUBLIC. RECOG. ELIM Y TRATA. RESIDUOS,0,0,0,0
0,162,22109,PRODUC. PISCINAS DEPORTES RECOG. ELI. TRATA RESIDUOS,0,0,0,0
0,162,22110,PRODUCTOS DE LIMPIEZA Y ASEO RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22501,TRIBUTOS DE LAS COMUNIDADES AUTONOMAS,325000,0,325000,286492.03
0,162,22600,"CANONES RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",0,0,0,0
0,162,22601,ATENC. PROTO Y REPRES. RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22606,"REUNIONES, CONFERENCIAS Y CURSOS RECOG.ELIM. Y TRATA. RESIDU",0,0,0,0
0,162,22700,"CONTRATO SERVI.RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",3986149.34,1255362,5241511.34,4886344.04
0,162,463,REC.ELI. Y TRATA. RESIDUOS A MANCOMUNIDADES,0,0,0,0
0,163,22700,CONTRATO SERVICIO LIMPIEZA VIARIA,3279754.65,1284696.77,4564451.42,4229748.96
0,164,13000,R.B. L.F. CEMENTERIOS,90201.92,0,90201.92,90440.16
0,164,13001,HORAS EXTRAS L.F. CEMENTERIO,9000,0,9000,6478.67
0,164,13002,O.R. L.F. CEMENTERIOS,42354,0,42354,22469.86
0,164,131,REMUN. L.T. CEMENTERIOS,18093.18,0,18093.18,0
0,164,15101,GRATIFICACIONES L.F. CEMENTERIOS,0,0,0,0
0,164,15102,GRATIFICACIONES L.E. CEMENTERIOS,0,0,0,0
0,164,15301,DEDICACION LAB. CEMENTERIOS,0,0,0,0
0,164,203,ARRENDA. MAQ. INST. Y UTI. CEMENTERIOS,0,0,0,0
0,164,212,EDIF. Y OTRAS CONSTRUCC. CEMENTERIOS,0,0,0,0
0,164,213,MAQ. INST. Y UTI. CEMENTERIOS,0,0,0,0
0,164,215,MOBILIARIO CEMENTERIOS,0,0,0,0
0,164,22100,ENERGIA ELECTRICA CEMENTERIOS,21688.92,0,21688.92,27163.61
0,164,22101,AGUA CEMENTERIOS,2122.6,0,2122.6,1582.17
0,164,22106,PRODUCTOS FARMACEUTICOS CEMENTERIOS,100,0,100,0
0,164,22107,SUMIN. PRODUCTOS JARDINES CEMENTERIOS,0,0,0,0
0,164,22199,OTROS SUMINISTROS CEMENTERIO Y SERVICIOS FUNERARIOS,700,0,700,0
0,164,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS,9000,0,9000,20514.33
0,164,23120,LOCOMOCION PERSONAL CEMENTERIOS,0,0,0,0
0,164,623,INV.NUE. ASCO. MAQ. INSTA Y UTI CEMENTERIO Y SERVI. FUNERAR.,0,0,0,0
0,164,632,INV. REPO. ASOC. EDIFI Y O. CONSTRUC. CEMENTERIO Y SERV. FUN,0,0,0,0
0,165,210,INFRAESTRUCTURAS Y BIENES NATURALES ALUMBRADO PUBLICO,0,0,0,0
0,165,22100,ENERGIA ELECTRICA ALUMBRADO PUBLICO,998431.25,0,998431.25,1143607.78
0,165,22712,CONT. MANT. ALUMBRADO PUBLICO,484094.87,150616.56,634711.43,590650.66
0,171,22700,LIMPIEZA Y ASEO,0,0,0,0
0,171,63500,INV. NUEVA REPO. ASOC MOBILIARIO . PARQUES Y JARDINES,0,17528.91,17528.91,0
0,171,203,ARRENDA. MAQ. INSTA Y UTI PARQUES Y JARDINES,0,0,0,0
0,171,210,INFRAESTRUCTURAS Y BIENES NATURALES PARQUES Y JARDINES,75000,0,75000,0
0,171,213,MAQ. INSTA Y UTI. PARQUES Y JARDINES,0,0,0,0
0,171,215,MOBILIARIO PARQUES Y JARDINES,25000,-17528.91,7471.09,0
0,171,22001,PRENSA LI. Y O. PUBLIC. PARQUES Y JARDINES,0,0,0,0
0,171,22106,PRODUC. FARMAC. PARQUES Y JARDINES,0,0,0,0
0,171,22107,SUMIN. PRODUCTOS JARDINES PARQUES Y JARDINES,0,0,0,13158.75
0,171,22110,PRODUCTOS DE LIMPIEZA Y ASEO PARQUES Y JARDINES,0,0,0,0
0,171,22113,MANUTENCION DE ANIMALES PARQUES Y JARDINES,0,0,0,0
0,171,22706,ESTUD. Y TRABA. TEC. PARQUEES Y JARDINES,0,0,0,0
0,171,22710,SERVICIOS VARIOS ZONAS VERDES,4147842.36,1400370.89,5548213.25,5146228.48
0,171,622,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,0
0,211,16006,MED-FAR.FUNCIONARIOS,0,0,0,0
0,211,16102,FONDO PARA PRESTAMOS ADQUISICION VIVIENDA,0,0,0,0
0,221,127,CONTRIB.PLANES Y FONDOS DE PENSIONES FUNCIONARIOS,0,0,0,0
0,221,147,CONTRIBU. PLANES Y FONDOS PENSIONES LABORAL,0,0,0,0
0,221,16000,SEGURIDAD SOCIAL,0,0,0,0
0,221,16105,PENSIONES A CARGO DE LA ENTIDAD LOCAL,20323.24,0,20323.24,20323.24
0,221,16200,FORMA Y PERFEC.DEL PERSONAL OTRAS PRESTA ECON,82856.29,0,82856.29,6685
0,221,16204,ACCION SOCIAL OTRAS PRESTA ECO A FAVOR EMPLE,0,0,0,0
0,221,16205,SEGUROS DE VIDA A FAVOR DE EMPLEADOS,90000,0,90000,56291.13
0,221,16206,APORTACIONES ASISTENCIA SANITARIA COMPLEMENTARIA,0,0,0,0
0,221,16306,APORTACIONES SECCIONES SINDICALES (LABORALES),0,0,0,0
0,221,170,OTROS CONCEPTOS OTRAS PREST.ECON A FAVOR EMPLEADOS,0,0,0,0
0,221,225,TRIBUTOS,0,0,0,0
0,221,489,AYUDAS A SECCION SINDICAL Y COMARCAL SINDICATOS,0,0,0,0
0,231,12000,SUELDOS GRUPO A1 ACCION SOCIAL,0,0,0,0
0,231,12001,SUELDOS GRUPO A2 ACCION SOCIAL,0,0,0,3809.58
0,231,12004,SUELDOS GRUPO C2 ACCION SOCIAL,0,0,0,0
0,231,12006,TRIENIOS FUNC. ACCION SOCIAL,0,0,0,1056.18
0,231,12100,COMPLEM. DESTINO ACCION SOCIAL,0,0,0,2815.88
0,231,12101,COMPLEM.ESPECIFICO ACCION SOCIAL,0,0,0,3707.52
0,231,12103,O. COMPLEM FUNC. ACCION SOCIAL,0,0,0,0
0,231,122,RETRIB.ESPECIE ACCION SOCIAL,0,0,0,0
0,231,13000,R.B. L.F. ACCION SOCIAL,968632.6,7208.65,975841.25,996021.89
0,231,13001,HORAS EXTRAS L.F. ACCION SOCIAL,0,0,0,0
0,231,13002,O.R. L.F. ACCION SOCIAL,15969.72,0,15969.72,16303.81
0,231,131,REMUN. L.T. ACCION SOCIAL,66843,0,66843,0
0,231,15000,PRODUCT. FUNC. ACCION SOCIAL,0,0,0,2490.59
0,231,15100,GRATIFICACIONES F. ACCION SOCIAL,0,0,0,0
0,231,15101,GRATIFICACIONES L.F. ACCION SOCIAL,0,0,0,0
0,231,15102,GRATIFICACIONES L.E. ACCION SOCIAL,0,0,0,0
0,231,15300,DEDICACION FUNC. ACCION SOCIAL,0,0,0,0
0,231,15301,DEDICACION LAB. ACCION SOCIAL,3420,0,3420,3420
0,231,202,ARRENDA. EDIFICIOS ACCION SOCIAL,0,0,0,0
0,231,203,ARRENDA. MAQ.INSTAS Y UTI ACCION SOCIAL,0,0,0,0
0,231,212,EDIF. Y O. CONSTRUCC. ACCION SOCIAL,1500,0,1500,1.95
0,231,213,MAQ. INST. Y UTI. ACCION SOCIAL,2000,0,2000,0
0,231,215,MOBILIARIO ACCION SOCIAL,500,0,500,21.78
0,231,22001,"PRESA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES ACCION SOCIAL",0,0,0,0
0,231,22003,MAT.TEC.ESPE.NO.INVENTARIABLE ACCION SOCIAL,1500,0,1500,274.42
0,231,22100,ENERGIA ELECTRICA ACCION SOCIAL,51714.34,0,51714.34,60723.85
0,231,22101,AGUA ACCION SOCIAL,4966.9,0,4966.9,9398.16
0,231,22102,GAS ACCION SOCIAL,3463.52,0,3463.52,6752.28
0,231,22106,PRODUCTOS FARMACEUTICOS ACCION SOCIAL,0,0,0,0
0,231,22201,POSTALES ACCION SOCIAL,0,0,0,0
0,231,223,TRANSPORTE ACCION SOCIAL,0,0,0,0
0,231,224,PRIMAS DE SEGUROS ACCION SOCIAL,1000,0,1000,0
0,231,22601,ATENC.PROTO Y REPRE. ACCION SOCIAL,1000,0,1000,80
0,231,22602,PUBLIC. Y PROPAGANDA ACCION SOCIAL,0,0,0,0
0,231,22606,"REUNIONES, CONFERENCIAS Y CURSOS ACCION SOCIAL",0,0,0,0
0,231,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS ACCION SOCIAL,0,0,0,0
0,231,22706,ESTUD. Y TRABA. TECN. ACCION SOCIAL,97400,0,97400,77040.18
0,231,23020,DEL PERSONAL NO DIRECTIVO,0,0,0,0
0,231,23120,LOCOMOCION DE PERSONAL ACCION SOCIAL,300,0,300,0
0,231,440,SUBVENCIONES PARA FOMENTO DEL EMPLEO,0,0,0,0
0,231,44000,SUBVENCIONES PARA FOMENTO DEL EMPLEO A SSMM ACCION SOCIAL,0,0,0,0
0,231,480,ATENC.BENEF.Y ASIST.ACCION SOCIAL.,300000,0,300000,130449.41
0,231,489,OTRAS TRANSFERENCIAS ACCION SOCIAL,25000,-2000,23000,0
0,231,62202,INV.NUEV.EDIFICIOS Y O.CONSTRUCCIONES,0,0,0,0
0,231,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,0
0,241,12000,SUELDOS DEL GRUPO A1 FOMENTO DEL EMPLEO,0,0,0,0
0,241,12001,SUELDO GRUPO AS FOMENTO DEL EMPLEO,0,0,0,0
0,241,12002,SUELDOS GRUPO B FOMENTO DEL EMPLEO,0,0,0,0
0,241,12003,SUELDOS GRUPO C1 FOMENTO DEL EMPLEO,9884.84,0,9884.84,9884.84
0,241,12004,SUELDOS GRUPO C2,0,0,0,0
0,241,12005,SUELDOS GRUPO E FOMENTO DEL EMPLEO,0,0,0,0
0,241,12006,TRIENIOS FUNC. FOMENTO DEL EMPLEO,3774.7,0,3774.7,3774.7
0,241,12100,COMPLEM DESTINO FOMENTO DEL EMPLEO,7137.76,0,7137.76,7137.76
0,241,12101,COMPLEM ESPECIFICO FOMENTO DEL EMPLEO,13994.96,0,13994.96,13994.96
0,241,12103,OTROS COMPLEM FUNC. FOMENTO DEL EMPLEO,0,0,0,0
0,241,13000,R.B. L.F. FOMENTO DEL EMPLEO,330778.25,0,330778.25,290849.81
0,241,13001,HORAS EXTRAS. FOMENTO DEL EMPLEO,0,0,0,0
0,241,13002,O.R. L.F. FOMENTO DEL EMPLEO,0,0,0,0
0,241,131,LABORAL TEMPORAL,0,0,0,0
0,241,15000,PRODUCT. FUNC. FOMENTO DEL EMPLEO,8954.52,0,8954.52,8954.52
0,241,15101,GRATIFICACIONES L.F. FORMACION Y EMPLEO,0,0,0,0
0,241,15102,GRATIFICACIONES L.E. FORMACION Y EMPLEO,0,0,0,0
0,241,203,ARENDA. MAQ. INST. Y UTI FOMENTO DEL EMPLEO,0,0,0,0
0,241,205,ARRENDA. MOBILIARIO FOMENTO DEL EMPLEO,0,0,0,0
0,241,210,INFRAESTRUCTURAS Y BIENES NATURALES,0,0,0,0
0,241,212,EDIF. Y OTRAS CONSTRUCC. FOMENTO DEL EMPLEO,0,0,0,0
0,241,213,MAQ. INST. Y UTI FOMENTO DEL EMPLEO,0,0,0,1671.99
0,241,215,MOBILIARIO,0,0,0,0
0,241,216,EQUIP. PROC. INFORMA. FOMENTO DEL EMPLEO,0,0,0,0
0,241,22001,PRENSA LI. Y O. PUBLI. FOMENTO DEL EMPLEO,0,0,0,0
0,241,22002,"MAT, INFORMA. N . INVEN. FOMENTO DEL EMPLEO",0,0,0,0
0,241,22003,MAT. TEC. ESPE. N. INVEN. FOMENTO DEL EMPLEO,0,0,0,0
0,241,22100,ENERGIA ELECTRICA FOMENTO DEL EMPLEO,31348.61,0,31348.61,33778.76
0,241,22101,AGUA FOMENTO DEL EMPLEO,0,0,0,0
0,241,223,TRANSPORTES FOMENTO DEL EMPLEO,0,0,0,0
0,241,225,TRIBUTOS,0,0,0,0
0,241,22601,ATENC. PROTO Y REPRE. FOMENTO DEL EMPLEO,1000,0,1000,951.51
0,241,22606,"REUNIONES, CONFERENCIAS Y CURSOS FOMENTO DEL EMPLEO",0,0,0,0
0,241,22699,OTROS GASTOS DIVERSOS,0,0,0,0
0,241,22706,ESTUD. Y TRABA. TECN. FOMENTO DEL EMPLEO,15000,4930,19930,10110.44
0,241,23020,DIETAS DEL PERSONAL FOMENTO DEL EMPLEO,0,0,0,0
0,241,23120,LOCOMOCION DEL PERSONAL FOMENTO DEL EMPLEO,0,0,0,0
0,241,481,PREM. BEC. OTRAS FOMENTO DEL EMPLEO,0,0,0,0
0,241,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,0
0,250,16000,SEGURIDAD SOCIAL CUOTAS EMPLEADOR  S.S.,0,0,0,0
0,320,23120,LOCOMOCION PERSONAL EDUCACION,0,0,0,1041.69
0,320,12000,SUELDOS GRUPO A10 EDUCACION,0,0,0,0
0,320,12001,SUELDOS GRUPO A2 EDUCACION,0,0,0,0
0,320,12002,SUELDOS GRUPO B EDUCACION,0,0,0,0
0,320,12003,SUELDOS GRUPO C1 EDUCACION,0,0,0,0
0,320,12004,SUELDOS GRUPO C2  EDUCACION,0,0,0,0
0,320,12005,SUELDOS GRUPO E EDUCACION,15357.16,0,15357.16,7678.58
0,320,12006,TRIENIOS FUNC. EDUCACION,3684.86,0,3684.86,2814.32
0,320,12100,COMPLEM. DESTINO EDUCACION,6653.36,0,6653.36,3326.68
0,320,12101,COMPLEM. ESPECIFICO EDUCACION,12579,0,12579,6289.5
0,320,12103,OTROS COMPLEM. FUNC. EDUCACION,0,0,0,0
0,320,122,RETRIB. ESPECIE  EDUCACION,0,0,0,0
0,320,13000,R.B. L.F. EDUCACION,860051.59,0,860051.59,880988.31
0,320,13001,HORAS EXTRAS L.F. EDUCACION,147.66,0,147.66,127.16
0,320,13002,O.R.  L.F.  EDUCACION,21982.55,0,21982.55,11235.97
0,320,131,REMUN. L.T. EDUCACION,19558.56,0,19558.56,19558.56
0,320,15000,PRODUCT. FUNC.  EDUCACION,4363.44,0,4363.44,2181.72
0,320,15100,GRATIFICACIONES F. EDUCACION,0,0,0,0
0,320,15101,GRATIFICACIONES L.F. EDUCACION,0,0,0,0
