#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0,151,22706,ESTUDIOS Y TRABAJOS TECNICOS URBANISMO,85000,3000,88000,6025.29
0,151,23100,DE LOS MIEMBROS DE LOS ORGANOS DE GOBIERNO,0,0,0,0
0,151,23120,LOCOMOCION PERSONAL URBANISMO,500,0,500,25.58
0,151,60900,OTRAS INV. NUEV.E INFRA. Y BIEN. DEST. AL USO GRAL URBANISMO,1740000,0,1740000,0
0,151,750,A LA ADMON GENERAL DE LA CAM URBANISMO,0,0,0,0
0,151,770,A EMPRESAS PRIVADAS,0,0,0,0
0,151,79000,CUOTAS PARTICIPA. URBANI. URBANISMO,876368.83,0,876368.83,0
0,152,22713,ÓRDENES DE EJECUCIÓN SUBSIDIARIA,0,0,0,825
0,153,13000,R.B. L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,13001,HORAS EXTRAS L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,13002,O.R. L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,131,R.L. T. ACCESO A LA VIVIENDA,0,0,0,0
0,153,15101,GRATIFICACIONES L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,15301,DEDICACION LAB. ACCESO A LA VIVIENDA,0,0,0,0
0,153,22105,PRODUCTOS ALIMENTICIOS ACCESO A LA VIVIENDA,0,0,0,0
0,153,224,PRIMAS DE SEGUROS ACCESO A LA VIVIENDA,0,0,0,0
0,153,22602,PUBLIC. Y PROPAGANDA ACCESO A LA VIVIENDA,0,0,0,0
0,153,22603,PUBLICACION EN DIARIOS OFICIALES ACCESO A LA VIVIENDA,0,0,0,0
0,153,23120,LOCOMOCION PERSONAL ACCESO A LA VIVIENDA,0,0,0,0
0,153,44900,OTRAS SUBV A ENTES PUBLIC Y SOCIED MERCAT DE LA ENT LOCAL,0,0,0,0
0,153,481,AYUDAS ACCESO VIVIENDA Y ALQUILERES VIVIENDA,0,0,0,0
0,155,22711,CONT. SERVICIO CONSERVACION PAVIMENTOS,528757.45,0,528757.45,551579.56
0,155,61900,O. INV.  REPO.  INFRA. Y BIE. DEST AL USO GRAL VIAS PUBLICAS,400000,0,400000,0
0,161,22700,CONTRATO MANTENIMIENTO ALCANTARILLADO,0,0,0,0
0,161,22706,ESTUD. Y TABA.TECNI. SANEA.ADAST. Y DISTRI. AGUAS,0,0,0,0
0,162,22001,PRENSA LI. Y O. PUBLIC. RECOG. ELIM Y TRATA. RESIDUOS,0,0,0,0
0,162,22109,PRODUC. PISCINAS DEPORTES RECOG. ELI. TRATA RESIDUOS,0,0,0,0
0,162,22110,PRODUCTOS DE LIMPIEZA Y ASEO RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22199,OTROS SUMINISTROS RECOGIDA ELIMINA.  Y TRATA. DE RESIDUOS,0,0,0,0
0,162,22501,TRIBUTOS DE LAS COMUNIDADES AUTONOMAS,0,0,0,0
0,162,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,315000,0,315000,356795.35
0,162,22600,"CANONES RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",0,0,0,0
0,162,22601,ATENC. PROTO Y REPRES. RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22606,"REUNIONES, CONFERENCIAS Y CURSOS RECOG.ELIM. Y TRATA. RESIDU",0,0,0,0
0,162,22700,"CONTRATO SERVI.RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",3962906.23,0,3962906.23,2913846.32
0,162,463,REC.ELI. Y TRATA. RESIDUOS A MANCOMUNIDADES,0,0,0,0
0,163,22700,CONTRATO SERVICIO LIMPIEZA VIARIA,3253486.32,0,3253486.32,2383693.7
0,164,13000,R.B. L.F. CEMENTERIOS,12987.64,0,12987.64,3767.52
0,164,13001,HORAS EXTRAS L.F. CEMENTERIO,2645,0,2645,2577.13
0,164,13002,O.R. L.F. CEMENTERIOS,1500,0,1500,12592.91
0,164,131,REMUN. L.T. CEMENTERIOS,0,0,0,0
0,164,15101,GRATIFICACIONES L.F. CEMENTERIOS,0,0,0,0
0,164,15102,GRATIFICACIONES L.E. CEMENTERIOS,0,0,0,0
0,164,15301,DEDICACION LAB. CEMENTERIOS,0,0,0,0
0,164,203,ARRENDA. MAQ. INST. Y UTI. CEMENTERIOS,0,0,0,0
0,164,22100,ENERGIA ELECTRICA CEMENTERIOS,0,0,0,0
0,164,22101,AGUA CEMENTERIOS,0,0,0,325.62
0,164,22106,PRODUCTOS FARMACEUTICOS CEMENTERIOS,0,0,0,0
0,164,22107,SUMIN. PRODUCTOS JARDINES CEMENTERIOS,0,0,0,0
0,164,22199,OTROS SUMINISTROS CEMENTERIO Y SERVICIOS FUNERARIOS,0,0,0,0
0,164,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS,0,0,0,8205.74
0,164,23120,LOCOMOCION PERSONAL CEMENTERIOS,0,0,0,0
0,165,21000,INFRAESTRUCTURAS Y BIENES NATURALES ALUMBRADO PUBLICO,566529.84,0,566529.84,329141.54
0,165,62400,ELEMENTOS DE TRANSPORTE (REVERSION VEHIC. CTO  AL. PCO.),0,247364.94,247364.94,0
0,165,21200,EDIFICIOS Y OTRAS CONSTRUCCIONES ALUMBRADO PUBLICO,299726.9,0,299726.9,176115.87
0,165,22100,ENERGIA ELECTRICA ALUMBRADO PUBLICO,2604335.94,0,2604335.94,1231386.21
0,165,22102,GAS ALUMBRADO PUBLICO,426344.58,0,426344.58,308978.18
0,165,22103,COMBUSTIBLES Y CARBURANTES ALUMBRADO PUBLICO,18421.04,0,18421.04,0
0,165,22706,ESTUDIOS Y TRABAJOS TECNICOS ALUMBRADO PUBLICO,210622.06,0,210622.06,0
0,165,22712,CONT. MANT. ALUMBRADO PUBLICO,250000,0,250000,83451.5
0,171,203,ARRENDA. MAQ. INSTA Y UTI PARQUES Y JARDINES,0,0,0,0
0,171,21000,INFRAESTRUCTURAS Y BIENES NATURALES PARQUES Y JARDINES,65000,0,65000,0
0,171,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA. PARQUES Y JARDINES",1000,0,1000,0
0,171,21500,MOBILIARIO PARQUES Y JARDINES,44000,0,44000,0
0,171,22001,PRENSA LI. Y O. PUBLIC. PARQUES Y JARDINES,0,0,0,0
0,171,22002,MATERIAL INFORMATICO NO INVENTARIABLE PARQUES Y JARDINES,1000,0,1000,0
0,171,22106,PRODUC. FARMAC. PARQUES Y JARDINES,6000,0,6000,975.13
0,171,22107,SUMIN. PRODUCTOS JARDINES PARQUES Y JARDINES,12000,0,12000,0
0,171,22110,PRODUCTOS DE LIMPIEZA Y ASEO PARQUES Y JARDINES,0,0,0,0
0,171,22113,MANUTENCION DE ANIMALES PARQUES Y JARDINES,0,0,0,0
0,171,22601,ATENCION.  PROTOCO. Y REPRESENTATIVAS PARQUES Y JARDINES,0,0,0,0
0,171,22699,OTROS GASTOS DIVERSOS PARQUES Y JARDINES,0,0,0,0
0,171,22700,LIMPIEZA Y ASEO,0,0,0,0
0,171,22706,ESTUD. Y TRABA. TEC. PARQUEES Y JARDINES,0,0,0,0
0,171,22710,SERVICIOS VARIOS ZONAS VERDES,4113262.29,0,4113262.29,3017319.49
0,171,23120,DEL PERSONAL NO DIRECTIVO PARQUES Y JARDINES,500,0,500,0
0,211,16006,MED-FAR.FUNCIONARIOS,0,0,0,0
0,211,16102,FONDO PARA PRESTAMOS ADQUISICION VIVIENDA,0,0,0,0
0,221,127,CONTRIB.PLANES Y FONDOS DE PENSIONES FUNCIONARIOS,4267.1,0,4267.1,4267.1
0,221,147,CONTRIBU. PLANES Y FONDOS PENSIONES LABORAL,11732,0,11732,11197.67
0,221,16000,SEGURIDAD SOCIAL,0,0,0,0
0,221,16105,PENSIONES A CARGO DE LA ENTIDAD LOCAL,20323.24,0,20323.24,18986.12
0,221,16200,FORMA Y PERFEC.DEL PERSONAL OTRAS PRESTA ECON,79725.94,0,79725.94,4167
0,221,16204,ACCION SOCIAL OTRAS PRESTA ECO A FAVOR EMPLE,0,0,0,0
0,221,16205,SEGUROS DE VIDA A FAVOR DE EMPLEADOS,65106.35,0,65106.35,58848.58
0,221,16206,APORTACIONES ASISTENCIA SANITARIA COMPLEMENTARIA,0,0,0,0
0,221,16306,APORTACIONES SECCIONES SINDICALES (LABORALES),0,0,0,0
0,221,170,OTROS CONCEPTOS OTRAS PREST.ECON A FAVOR EMPLEADOS,0,0,0,0
0,221,225,TRIBUTOS,0,0,0,0
0,231,15301,DEDICACION LAB. ACCION SOCIAL,3420,0,3420,3895
0,231,12000,SUELDOS GRUPO A1 ACCION SOCIAL,0,0,0,0
0,231,12001,SUELDOS GRUPO A2 ACCION SOCIAL,0,0,0,0
0,231,12004,SUELDOS GRUPO C2 ACCION SOCIAL,0,0,0,0
0,231,12006,TRIENIOS FUNC. ACCION SOCIAL,0,0,0,0
0,231,12100,COMPLEM. DESTINO ACCION SOCIAL,0,0,0,0
0,231,12101,COMPLEM.ESPECIFICO ACCION SOCIAL,0,0,0,0
0,231,12103,O. COMPLEM FUNC. ACCION SOCIAL,0,0,0,0
0,231,13000,R.B. L.F. ACCION SOCIAL,1077202.9,29401.41,1106604.31,1051320.46
0,231,13001,HORAS EXTRAS L.F. ACCION SOCIAL,0,0,0,0
0,231,13002,O.R. L.F. ACCION SOCIAL,18225.21,0,18225.21,34141.08
0,231,131,REMUN. L.T. ACCION SOCIAL,0,0,0,0
0,231,15000,PRODUCT. FUNC. ACCION SOCIAL,0,0,0,0
0,231,15100,GRATIFICACIONES F. ACCION SOCIAL,0,0,0,0
0,231,15101,GRATIFICACIONES L.F. ACCION SOCIAL,0,0,0,0
0,231,15102,GRATIFICACIONES L.E. ACCION SOCIAL,0,0,0,0
0,231,15300,DEDICACION FUNC. ACCION SOCIAL,0,0,0,0
0,231,203,ARRENDA. MAQ.INSTAS Y UTI ACCION SOCIAL,0,0,0,0
0,231,21200,EDIFI.  Y OTRAS  CONSTRUCC.  ACCION  SOCIAL,1500,0,1500,0
0,231,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA. ACCION SOCIAL",2000,0,2000,0
0,231,21500,MOBILIARIO ACCION SOCIAL,500,0,500,0
0,231,22001,"PRESA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES ACCION SOCIAL",0,0,0,0
0,231,22003,MAT.TEC.ESPE.NO.INVENTARIABLE ACCION SOCIAL,1400,0,1400,473.91
0,231,22100,ENERGIA ELECTRICA ACCION SOCIAL,0,0,0,0
0,231,22101,AGUA ACCION SOCIAL,10000,0,10000,4612.21
0,231,22102,GAS ACCION SOCIAL,0,0,0,1042.57
0,231,22106,PRODUCTOS FARMACEUTICOS ACCION SOCIAL,0,0,0,0
0,231,22201,POSTALES ACCION SOCIAL,0,0,0,0
0,231,223,TRANSPORTE ACCION SOCIAL,0,0,0,0
0,231,224,PRIMAS DE SEGUROS ACCION SOCIAL,0,0,0,0
0,231,22601,ATENC.PROTO Y REPRE. ACCION SOCIAL,1000,0,1000,146.25
0,231,22602,PUBLIC. Y PROPAGANDA ACCION SOCIAL,0,0,0,0
0,231,22606,"REUNIONES, CONFERENCIAS Y CURSOS ACCION SOCIAL",0,0,0,0
0,231,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS ACCION SOCIAL,0,0,0,0
0,231,22706,ESTUD. Y TRABA. TECN. ACCION SOCIAL,123426,0,123426,96953.45
0,231,23020,DEL PERSONAL NO DIRECTIVO,0,0,0,0
0,231,23120,LOCOMOCION DE PERSONAL ACCION SOCIAL,100,0,100,0
0,231,440,SUBVENCIONES PARA FOMENTO DEL EMPLEO,0,0,0,0
0,231,44000,SUBVENCIONES PARA FOMENTO DEL EMPLEO A SSMM ACCION SOCIAL,0,0,0,0
0,231,48000,ATENC. BENEF. Y ASIST. ACCION SOCIAL,150000,9889.43,159889.43,151353.66
0,231,62202,INV.NUEV.EDIFICIOS Y O.CONSTRUCCIONES,0,0,0,0
0,241,12000,SUELDOS DEL GRUPO A1 FOMENTO DEL EMPLEO,0,0,0,0
0,241,12001,SUELDO GRUPO AS FOMENTO DEL EMPLEO,0,0,0,0
0,241,12002,SUELDOS GRUPO B FOMENTO DEL EMPLEO,0,0,0,0
0,241,12003,SUELDOS GRUPO C1 FOMENTO DEL EMPLEO,9884.84,0,9884.84,9884.84
0,241,12004,SUELDOS GRUPO C2,0,0,0,0
0,241,12005,SUELDOS GRUPO E FOMENTO DEL EMPLEO,0,0,0,0
0,241,12006,TRIENIOS FUNC. FOMENTO DEL EMPLEO,3774.7,0,3774.7,3774.7
0,241,12100,COMPLEM DESTINO FOMENTO DEL EMPLEO,7137.76,0,7137.76,7137.76
0,241,12101,COMPLEM ESPECIFICO FOMENTO DEL EMPLEO,13994.96,0,13994.96,13994.96
0,241,12103,OTROS COMPLEM FUNC. FOMENTO DEL EMPLEO,0,0,0,0
0,241,13000,R.B. L.F. FOMENTO DEL EMPLEO,296274.78,0,296274.78,291145.11
0,241,13001,HORAS EXTRAS. FOMENTO DEL EMPLEO,0,0,0,0
0,241,13002,O.R. L.F. FOMENTO DEL EMPLEO,0,0,0,0
0,241,131,LABORAL TEMPORAL,0,0,0,0
0,241,15000,PRODUCT. FUNC. FOMENTO DEL EMPLEO,8954.52,0,8954.52,8954.52
0,241,15101,GRATIFICACIONES L.F. FORMACION Y EMPLEO,0,0,0,0
0,241,15102,GRATIFICACIONES L.E. FORMACION Y EMPLEO,0,0,0,0
0,241,203,ARENDA. MAQ. INST. Y UTI FOMENTO DEL EMPLEO,0,0,0,0
0,241,205,ARRENDA. MOBILIARIO FOMENTO DEL EMPLEO,0,0,0,0
0,241,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.FOMENTO EMPLEO",0,0,0,283.12
0,241,22001,PRENSA LI. Y O. PUBLI. FOMENTO DEL EMPLEO,0,0,0,0
0,241,22002,"MAT, INFORMA. N . INVEN. FOMENTO DEL EMPLEO",0,0,0,0
0,241,22003,MAT. TEC. ESPE. N. INVEN. FOMENTO DEL EMPLEO,0,0,0,0
0,241,22100,ENERGIA ELECTRICA FOMENTO DEL EMPLEO,0,0,0,0
0,241,22101,AGUA FOMENTO DEL EMPLEO,0,0,0,0
0,241,223,TRANSPORTES FOMENTO DEL EMPLEO,0,0,0,0
0,241,225,TRIBUTOS,0,0,0,0
0,241,22601,ATENC. PROTO Y REPRE. FOMENTO DEL EMPLEO,0,0,0,1035.55
0,241,22606,"REUNIONES, CONFERENCIAS Y CURSOS FOMENTO DEL EMPLEO",1000,0,1000,0
0,241,22699,OTROS GASTOS DIVERSOS,0,0,0,0
0,241,22706,ESTUD. Y TRABA. TECN. FOMENTO DEL EMPLEO,15000,5495,20495,4650.03
0,241,23020,DIETAS DEL PERSONAL FOMENTO DEL EMPLEO,0,0,0,0
0,241,23120,LOCOMOCION DEL PERSONAL FOMENTO DEL EMPLEO,0,0,0,46.5
0,241,481,PREM. BEC. OTRAS FOMENTO DEL EMPLEO,0,0,0,0
0,241,48900,TRANSF. A FAMIL. E INSTI. SIN FIN.  LUCRO FOMENTO DEL EMPLEO,80000,0,80000,0
0,241,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,0
0,320,15000,PRODUCT. FUNC.  EDUCACION,4363.44,2343.44,6706.88,2828.27
0,320,15301,DEDICACION LAB. EDUCACION,0,0,0,0
0,320,23000,DIETAS ORGANOS DEGOBIERNO EDUCACION,0,0,0,875
0,320,23020,DIETAS DEL PERSONAL NO DIRECTIVO EDUCACION,3000,0,3000,1325
0,320,23100,LOCOMOCION ORGANOS DE GOBIERNO EDUCACION,0,0,0,300
0,320,12000,SUELDOS GRUPO A10 EDUCACION,0,10241.12,10241.12,10241.12
0,320,12001,SUELDOS GRUPO A2 EDUCACION,0,0,0,0
0,320,12002,SUELDOS GRUPO B EDUCACION,0,0,0,0
0,320,12003,SUELDOS GRUPO C1 EDUCACION,0,0,0,0
0,320,12004,SUELDOS GRUPO C2  EDUCACION,0,0,0,0
0,320,12005,SUELDOS GRUPO E EDUCACION,15357.16,0,15357.16,9579.05
0,320,12006,TRIENIOS FUNC. EDUCACION,3772.62,443.6,4216.22,1261.94
0,320,12100,COMPLEM. DESTINO EDUCACION,6653.36,8324,14977.36,17374.06
0,320,12101,COMPLEM. ESPECIFICO EDUCACION,12579,8285.3,20864.3,10381.81
0,320,12103,OTROS COMPLEM. FUNC. EDUCACION,0,0,0,0
0,320,13000,R.B. L.F. EDUCACION,802675.3,-15434.79,787240.51,785989.12
0,320,13001,HORAS EXTRAS L.F. EDUCACION,4127,0,4127,1214.35
0,320,13002,O.R.  L.F.  EDUCACION,9668.44,0,9668.44,4886.36
0,320,13100,LABORAL TEMPORAL EDUCACION,19667.31,0,19667.31,19988.86
0,320,15100,GRATIFICACIONES F. EDUCACION,0,0,0,0
0,320,15101,GRATIFICACIONES L.F. EDUCACION,0,0,0,0
0,320,15102,GRATIFICACIONES LABORAL EVENTUAL,0,0,0,0
0,320,15300,DEDICACION FUNC. EDUCACION,0,0,0,0
0,320,20300,ARRENDA.  DE MAQUINA.  INSTALACIO.  Y UTI. EDUCACION,4000,0,4000,0
