#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0,151,22603,PUBLICACIONES EN DIARIOS OFICIALES URBANISMO,20000,0,20000,27869.47
0,151,22604,JURIDICOS URBANISMO,5000,0,5000,2882.38
0,151,22606,"REUNIONES, CONFERENCIAS Y CURSOS URBANISMO",0,0,0,0
0,151,22611,ANUNCIOS EN PERIODICOS  URBANISMO,10000,0,10000,954.98
0,151,22699,OTROS GASTOS DIVERSOS,1000,0,1000,160.71
0,151,22706,ESTUDIOS Y TRABAJOS TECNICOS URBANISMO,105000,-100000,5000,3025
0,151,23100,DE LOS MIEMBROS DE LOS ORGANOS DE GOBIERNO,0,0,0,0
0,151,609,O.  INV. NUEV. E INFRA. Y BIEN. DEST AL USO GENRAL URBANISMO,127541.92,127541.92,255083.84,127541.92
0,151,633,INV.REPO ASOC.MAQ. INSTA. Y UTI. URBANISMO,0,50000,50000,43589.61
0,151,750,A LA ADMON GENERAL DE LA CAM URBANISMO,0,0,0,0
0,151,770,A EMPRESAS PRIVADAS,0,0,0,0
0,151,790,CUOTA PARTIC.URBANIZ. URBANISMO,500000,0,500000,0
0,152,22713,ÓRDENES DE EJECUCIÓN SUBSIDIARIA,0,0,0,0
0,153,13000,R.B. L.F. ACCESO A LA VIVIENDA,65426.49,0,65426.49,51486.82
0,153,13001,HORAS EXTRAS L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,13002,O.R. L.F. ACCESO A LA VIVIENDA,0,0,0,836.89
0,153,131,R.L. T. ACCESO A LA VIVIENDA,0,0,0,0
0,153,15101,GRATIFICACIONES L.F. ACCESO A LA VIVIENDA,0,0,0,0
0,153,15301,DEDICACION LAB. ACCESO A LA VIVIENDA,49.68,0,49.68,0
0,153,202,ARRENDA.EDIF. OTR.CONSTRUCC.ACCESO A LA VIVIENDA,22500,0,22500,13712.16
0,153,213,MAQ.INST.UTILL. ACCESO A LA VIVIENDA,0,0,0,66.26
0,153,22105,PRODUCTOS ALIMENTICIOS ACCESO A LA VIVIENDA,0,0,0,0
0,153,224,PRIMAS DE SEGUROS ACCESO A LA VIVIENDA,0,0,0,999.6
0,153,22602,PUBLIC. Y PROPAGANDA ACCESO A LA VIVIENDA,0,0,0,0
0,153,22603,PUBLICACION EN DIARIOS OFICIALES ACCESO A LA VIVIENDA,0,0,0,0
0,153,23120,LOCOMOCION PERSONAL ACCESO A LA VIVIENDA,0,0,0,0
0,153,44900,OTRAS SUBV A ENTES PUBLIC Y SOCIED MERCAT DE LA ENT LOCAL,0,50000,50000,50000
0,153,481,AYUDAS ACCESO VIVIENDA Y ALQUILERES VIVIENDA,0,0,0,0
0,155,210,INFRAESTRUCTURAS Y BIENES NATURALES VIAS PUBLICAS,0,0,0,120368.12
0,155,22711,CONT. SERVICIO CONSERVACION PAVIMENTOS,537670.26,0,537670.26,316887.07
0,161,624,ELEMENTOS DE TRANSPORTE SANEAM. ABAST. Y DISTRI. AGUAS,0,79067.2,79067.2,79067.2
0,161,210,INFRAESTRUC.BIENES NATUR.SANEAM.ABAST.Y DISTRIB.AGUAS,0,0,0,0
0,161,22700,CONTRATO MANTENIMIENTO ALCANTARILLADO,49606.16,0,49606.16,67128.45
0,161,22706,ESTUD. Y TABA.TECNI. SANEA.ADAST. Y DISTRI. AGUAS,0,0,0,4910.32
0,162,463,REC.ELI. Y TRATA. RESIDUOS A MANCOMUNIDADES,0,2000,2000,0
0,162,213,MAQ. INSTA Y UTI. RECOG. Y TRATA. DE RESIDUOS,0,0,0,0
0,162,214,ELEMENTOS DE TRANSPORTE RECOG. ELIM. TRATA. DE RESIDUOS,0,0,0,0
0,162,215,MOBILIARIO RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22001,PRENSA LI. Y O. PUBLIC. RECOG. ELIM Y TRATA. RESIDUOS,0,0,0,0
0,162,22109,PRODUC. PISCINAS DEPORTES RECOG. ELI. TRATA RESIDUOS,0,0,0,0
0,162,22110,PRODUCTOS DE LIMPIEZA Y ASEO RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22501,TRIBUTOS DE LAS COMUNIDADES AUTONOMAS,315000,-2000,313000,299458.09
0,162,22600,"CANONES RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",0,0,0,0
0,162,22601,ATENC. PROTO Y REPRES. RECOG. ELIM. Y TRATA. RESIDUOS,0,0,0,0
0,162,22606,"REUNIONES, CONFERENCIAS Y CURSOS RECOG.ELIM. Y TRATA. RESIDU",0,0,0,0
0,162,22700,"CONTRATO SERVI.RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",3526931.18,0,3526931.18,2869626.45
0,163,22700,CONTRATO SERVICIO LIMPIEZA VIARIA,3425600.06,0,3425600.06,2454600.31
0,164,13000,R.B. L.F. CEMENTERIOS,141657.75,0,141657.75,124933.31
0,164,13001,HORAS EXTRAS L.F. CEMENTERIO,10676.04,0,10676.04,6410.02
0,164,13002,O.R. L.F. CEMENTERIOS,24436.2,0,24436.2,59046.45
0,164,131,REMUN. L.T. CEMENTERIOS,16916.61,0,16916.61,0
0,164,15101,GRATIFICACIONES L.F. CEMENTERIOS,0,0,0,0
0,164,15102,GRATIFICACIONES L.E. CEMENTERIOS,0,0,0,0
0,164,15301,DEDICACION LAB. CEMENTERIOS,2576.4,0,2576.4,3192
0,164,203,ARRENDA. MAQ. INST. Y UTI. CEMENTERIOS,800,0,800,0
0,164,212,EDIF. Y OTRAS CONSTRUCC. CEMENTERIOS,9000,0,9000,0
0,164,213,MAQ. INST. Y UTI. CEMENTERIOS,500,0,500,141.72
0,164,215,MOBILIARIO CEMENTERIOS,0,0,0,0
0,164,22100,ENERGIA ELECTRICA CEMENTERIOS,24972.97,0,24972.97,23379.97
0,164,22101,AGUA CEMENTERIOS,1250,0,1250,3261.02
0,164,22106,PRODUCTOS FARMACEUTICOS CEMENTERIOS,100,0,100,0
0,164,22107,SUMIN. PRODUCTOS JARDINES CEMENTERIOS,0,0,0,0
0,164,22199,OTROS SUMINISTROS CEMENTERIO Y SERVICIOS FUNERARIOS,700,0,700,0
0,164,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS,9000,0,9000,0
0,164,23120,LOCOMOCION PERSONAL CEMENTERIOS,0,0,0,0
0,164,623,INV.NUE. ASCO. MAQ. INSTA Y UTI CEMENTERIO Y SERVI. FUNERAR.,25000,0,25000,0
0,164,632,INV. REPO. ASOC. EDIFI Y O. CONSTRUC. CEMENTERIO Y SERV. FUN,3000,0,3000,0
0,165,210,INFRAESTRUCTURAS Y BIENES NATURALES ALUMBRADO PUBLICO,80000,-79067.2,932.8,434.8
0,165,22100,ENERGIA ELECTRICA ALUMBRADO PUBLICO,1024374.47,0,1024374.47,1160454.3
0,165,22712,CONT. MANT. ALUMBRADO PUBLICO,425662.86,0,425662.86,354644.82
0,171,622,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,303431.5,303431.5,0
0,171,203,ARRENDA. MAQ. INSTA Y UTI PARQUES Y JARDINES,0,0,0,0
0,171,210,INFRAESTRUCTURAS Y BIENES NATURALES PARQUES Y JARDINES,55000,0,55000,0
0,171,213,MAQ. INSTA Y UTI. PARQUES Y JARDINES,0,0,0,0
0,171,215,MOBILIARIO PARQUES Y JARDINES,50000,0,50000,0
0,171,22001,PRENSA LI. Y O. PUBLIC. PARQUES Y JARDINES,0,0,0,0
0,171,22106,PRODUC. FARMAC. PARQUES Y JARDINES,0,0,0,0
0,171,22107,SUMIN. PRODUCTOS JARDINES PARQUES Y JARDINES,30000,0,30000,0
0,171,22110,PRODUCTOS DE LIMPIEZA Y ASEO PARQUES Y JARDINES,0,0,0,0
0,171,22113,MANUTENCION DE ANIMALES PARQUES Y JARDINES,0,0,0,0
0,171,22706,ESTUD. Y TRABA. TEC. PARQUEES Y JARDINES,0,0,0,0
0,171,22710,SERVICIOS VARIOS ZONAS VERDES,4033763.12,9485.82,4043248.94,3008612.85
0,211,16006,MED-FAR.FUNCIONARIOS,0,0,0,0
0,211,16102,FONDO PARA PRESTAMOS ADQUISICION VIVIENDA,0,0,0,0
0,221,127,CONTRIB.PLANES Y FONDOS DE PENSIONES FUNCIONARIOS,4507.5,0,4507.5,0
0,221,147,CONTRIBU. PLANES Y FONDOS PENSIONES LABORAL,13071.75,0,13071.75,0
0,221,16000,SEGURIDAD SOCIAL,0,0,0,5568179.57
0,221,16105,PENSIONES A CARGO DE LA ENTIDAD LOCAL,20323.24,0,20323.24,20323.24
0,221,16200,FORMA Y PERFEC.DEL PERSONAL OTRAS PRESTA ECON,87458.01,0,87458.01,8377
0,221,16204,ACCION SOCIAL OTRAS PRESTA ECO A FAVOR EMPLE,0,0,0,1050
0,221,16205,SEGUROS DE VIDA A FAVOR DE EMPLEADOS,60000,0,60000,57160.65
0,221,16206,APORTACIONES ASISTENCIA SANITARIA COMPLEMENTARIA,0,0,0,8966.87
0,221,16306,APORTACIONES SECCIONES SINDICALES (LABORALES),0,0,0,0
0,221,170,OTROS CONCEPTOS OTRAS PREST.ECON A FAVOR EMPLEADOS,174916.03,0,174916.03,0
0,221,225,TRIBUTOS,0,0,0,2440.85
0,221,489,AYUDAS A SECCION SINDICAL Y COMARCAL SINDICATOS,0,0,0,0
0,231,22001,"PRESA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES ACCION SOCIAL",0,0,0,0
0,231,12000,SUELDOS GRUPO A1 ACCION SOCIAL,0,0,0,0
0,231,12001,SUELDOS GRUPO A2 ACCION SOCIAL,12906.52,0,12906.52,12171.28
0,231,12004,SUELDOS GRUPO C2 ACCION SOCIAL,16757.16,0,16757.16,8355.31
0,231,12006,TRIENIOS FUNC. ACCION SOCIAL,4465.98,0,4465.98,3559.82
0,231,12100,COMPLEM. DESTINO ACCION SOCIAL,32505.62,0,32505.62,13620.88
0,231,12101,COMPLEM.ESPECIFICO ACCION SOCIAL,52385.2,0,52385.2,18489.04
0,231,12103,O. COMPLEM FUNC. ACCION SOCIAL,720,0,720,1918.72
0,231,122,RETRIB.ESPECIE ACCION SOCIAL,0,0,0,0
0,231,13000,R.B. L.F. ACCION SOCIAL,921788.43,40799.76,962588.19,860653.68
0,231,13001,HORAS EXTRAS L.F. ACCION SOCIAL,0,0,0,476.47
0,231,13002,O.R. L.F. ACCION SOCIAL,11691.24,0,11691.24,15278.69
0,231,131,REMUN. L.T. ACCION SOCIAL,0,0,0,0
0,231,15000,PRODUCT. FUNC. ACCION SOCIAL,25114.32,0,25114.32,9489.92
0,231,15100,GRATIFICACIONES F. ACCION SOCIAL,0,0,0,369.25
0,231,15101,GRATIFICACIONES L.F. ACCION SOCIAL,0,0,0,0
0,231,15102,GRATIFICACIONES L.E. ACCION SOCIAL,0,0,0,0
0,231,15300,DEDICACION FUNC. ACCION SOCIAL,0,0,0,0
0,231,15301,DEDICACION LAB. ACCION SOCIAL,1425,0,1425,3002
0,231,202,ARRENDA. EDIFICIOS ACCION SOCIAL,83890,-3000,80890,79463.23
0,231,203,ARRENDA. MAQ.INSTAS Y UTI ACCION SOCIAL,300,0,300,0
0,231,212,EDIF. Y O. CONSTRUCC. ACCION SOCIAL,1500,0,1500,10.3
0,231,213,MAQ. INST. Y UTI. ACCION SOCIAL,1500,0,1500,1638.2
0,231,215,MOBILIARIO ACCION SOCIAL,500,0,500,0
0,231,22003,MAT.TEC.ESPE.NO.INVENTARIABLE ACCION SOCIAL,1500,0,1500,66.43
0,231,22100,ENERGIA ELECTRICA ACCION SOCIAL,69142.06,411.62,69553.68,63674.67
0,231,22101,AGUA ACCION SOCIAL,4000,0,4000,5249.44
0,231,22102,GAS ACCION SOCIAL,4000,0,4000,3888.15
0,231,22106,PRODUCTOS FARMACEUTICOS ACCION SOCIAL,0,0,0,0
0,231,22201,POSTALES ACCION SOCIAL,0,0,0,0
0,231,223,TRANSPORTE ACCION SOCIAL,0,0,0,0
0,231,22601,ATENC.PROTO Y REPRE. ACCION SOCIAL,1000,0,1000,0
0,231,22602,PUBLIC. Y PROPAGANDA ACCION SOCIAL,1000,0,1000,0
0,231,22606,"REUNIONES, CONFERENCIAS Y CURSOS ACCION SOCIAL",1500,0,1500,0
0,231,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS ACCION SOCIAL,0,0,0,0
0,231,22706,ESTUD. Y TRABA. TECN. ACCION SOCIAL,744400,0,744400,719727.7
0,231,23020,DEL PERSONAL NO DIRECTIVO,0,0,0,0
0,231,23120,LOCOMOCION DE PERSONAL ACCION SOCIAL,0,0,0,0
0,231,440,SUBVENCIONES PARA FOMENTO DEL EMPLEO,0,0,0,86347.2
0,231,44000,SUBVENCIONES PARA FOMENTO DEL EMPLEO A SSMM ACCION SOCIAL,93332,30000,123332,21481.2
0,231,480,ATENC.BENEF.Y ASIST.ACCION SOCIAL.,300000,0,300000,80620.23
0,231,489,OTRAS TRANSFERENCIAS ACCION SOCIAL,110000,0,110000,0
0,231,62202,INV.NUEV.EDIFICIOS Y O.CONSTRUCCIONES,0,0,0,0
0,231,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,9334.19,9334.19,0
0,241,12000,SUELDOS DEL GRUPO A1 FOMENTO DEL EMPLEO,0,0,0,0
0,241,12001,SUELDO GRUPO AS FOMENTO DEL EMPLEO,0,0,0,0
0,241,12002,SUELDOS GRUPO B FOMENTO DEL EMPLEO,0,0,0,0
0,241,12003,SUELDOS GRUPO C1 FOMENTO DEL EMPLEO,9884.84,0,9884.84,9262.54
0,241,12004,SUELDOS GRUPO C2,0,0,0,0
0,241,12005,SUELDOS GRUPO E FOMENTO DEL EMPLEO,0,0,0,0
0,241,12006,TRIENIOS FUNC. FOMENTO DEL EMPLEO,3549.23,0,3549.23,3275.46
0,241,12100,COMPLEM DESTINO FOMENTO DEL EMPLEO,7137.76,0,7137.76,6627.92
0,241,12101,COMPLEM ESPECIFICO FOMENTO DEL EMPLEO,13994.96,0,13994.96,12995.32
0,241,12103,OTROS COMPLEM FUNC. FOMENTO DEL EMPLEO,0,0,0,0
0,241,13000,R.B. L.F. FOMENTO DEL EMPLEO,384583.3,-2463.35,382119.95,386456.48
0,241,13001,HORAS EXTRAS. FOMENTO DEL EMPLEO,0,0,0,0
0,241,13002,O.R. L.F. FOMENTO DEL EMPLEO,183.96,0,183.96,300
0,241,131,LABORAL TEMPORAL,0,0,0,0
0,241,15000,PRODUCT. FUNC. FOMENTO DEL EMPLEO,8954.52,0,8954.52,8954.52
0,241,15101,GRATIFICACIONES L.F. FORMACION Y EMPLEO,0,0,0,0
0,241,15102,GRATIFICACIONES L.E. FORMACION Y EMPLEO,0,0,0,0
0,241,203,ARENDA. MAQ. INST. Y UTI FOMENTO DEL EMPLEO,0,0,0,0
0,241,205,ARRENDA. MOBILIARIO FOMENTO DEL EMPLEO,0,0,0,0
0,241,210,INFRAESTRUCTURAS Y BIENES NATURALES,0,0,0,0
0,241,212,EDIF. Y OTRAS CONSTRUCC. FOMENTO DEL EMPLEO,19000,-18000,1000,63.98
0,241,213,MAQ. INST. Y UTI FOMENTO DEL EMPLEO,0,0,0,2409.03
0,241,215,MOBILIARIO,0,0,0,0
0,241,216,EQUIP. PROC. INFORMA. FOMENTO DEL EMPLEO,0,0,0,0
0,241,22001,PRENSA LI. Y O. PUBLI. FOMENTO DEL EMPLEO,0,0,0,83.3
0,241,22002,"MAT, INFORMA. N . INVEN. FOMENTO DEL EMPLEO",0,0,0,0
0,241,22003,MAT. TEC. ESPE. N. INVEN. FOMENTO DEL EMPLEO,0,0,0,240.34
0,241,22100,ENERGIA ELECTRICA FOMENTO DEL EMPLEO,33852.34,0,33852.34,37245.52
0,241,22101,AGUA FOMENTO DEL EMPLEO,2000,0,2000,0
0,241,223,TRANSPORTES FOMENTO DEL EMPLEO,0,0,0,0
0,241,225,TRIBUTOS,0,0,0,0
0,241,22601,ATENC. PROTO Y REPRE. FOMENTO DEL EMPLEO,1000,0,1000,1026.7
0,241,22606,"REUNIONES, CONFERENCIAS Y CURSOS FOMENTO DEL EMPLEO",0,0,0,0
0,241,22699,OTROS GASTOS DIVERSOS,0,0,0,0
0,241,22706,ESTUD. Y TRABA. TECN. FOMENTO DEL EMPLEO,15000,0,15000,11157.69
0,241,23020,DIETAS DEL PERSONAL FOMENTO DEL EMPLEO,0,0,0,0
0,241,23120,LOCOMOCION DEL PERSONAL FOMENTO DEL EMPLEO,0,0,0,0
0,241,481,PREM. BEC. OTRAS FOMENTO DEL EMPLEO,0,0,0,0
0,241,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,64979.48,64979.48,0
0,250,16000,SEGURIDAD SOCIAL CUOTAS EMPLEADOR  S.S.,5528300.5,0,5528300.5,0
0,320,12000,SUELDOS GRUPO A10 EDUCACION,0,0,0,0
0,320,12001,SUELDOS GRUPO A2 EDUCACION,0,0,0,0
0,320,12002,SUELDOS GRUPO B EDUCACION,0,0,0,0
0,320,12003,SUELDOS GRUPO C1 EDUCACION,0,0,0,0
0,320,12004,SUELDOS GRUPO C2  EDUCACION,0,0,0,0
0,320,12005,SUELDOS GRUPO E EDUCACION,7678.58,0,7678.58,7130.11
0,320,12006,TRIENIOS FUNC. EDUCACION,2764.32,0,2764.32,2490.63
0,320,12100,COMPLEM. DESTINO EDUCACION,3326.78,0,3326.78,3089.06
0,320,12101,COMPLEM. ESPECIFICO EDUCACION,6289.5,0,6289.5,5840.25
0,320,12103,OTROS COMPLEM. FUNC. EDUCACION,0,0,0,0
0,320,122,RETRIB. ESPECIE  EDUCACION,0,0,0,0
0,320,13000,R.B. L.F. EDUCACION,1258940.47,39850.86,1298791.33,1131034.61
0,320,13001,HORAS EXTRAS L.F. EDUCACION,2072.76,0,2072.76,147.66
0,320,13002,O.R.  L.F.  EDUCACION,23177.52,0,23177.52,103018.31
0,320,131,REMUN. L.T. EDUCACION,19691.04,0,19691.04,18161.52
0,320,15000,PRODUCT. FUNC.  EDUCACION,2181.72,0,2181.72,2181.72
