#Fecha,Importe,Orgánica,Programa,Económica,Tercero,Nombre Ter.,Concepto
2017-06-30,537982.82,0,011,91100,G58899998,CAIXA D'ESTALVIS I PENSIONS DE BARCELONA -LA CAIXA-,AMORTIZACION Y LIQUIDACION DE INTERESES PERIODO 31/03/17 A 29/06/17
2017-03-05,22109.24,0,011,91300,A14010342,ALTAE BANCO SA -BANKIA-,PERIODO LIQUIDADO 05/12/2016 A 05/03/2017 RECIBO 51
2017-03-31,150310.09,0,011,91300,A48265169,BANCO BILBAO VIZCAYA ARGENTARIA SA,AMORTIZACION PRESTAMO PERIODO 01/01/2017 AL 31/03/2017
2017-06-05,5922.87,0,011,91300,A14010342,ALTAE BANCO SA -BANKIA-,AMORTIZACION PARCIAL PRESTAMO PERIODO 05/03/2017 A 05/06/2017
2017-06-05,16186.37,0,011,91300,A14010342,ALTAE BANCO SA -BANKIA-,RESTO AMORTIZACION PERIODO 05/03/2017 A 05/06/2017
2017-01-26,968.57,0,130,12001,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,968.57,0,130,12001,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-01-26,2181.69,0,130,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,2181.69,0,130,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-01-26,51934.48,0,130,12004,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,52544.57,0,130,12004,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-01-26,9801.37,0,130,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,10216.56,0,130,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-01-26,32822.23,0,130,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,33178.52,0,130,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-01-26,95548.78,0,130,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,96655.19,0,130,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-01-26,7914.84,0,130,12103,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,7949.08,0,130,12103,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-01-26,10489.95,0,130,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE ENERO DE 2017
2017-02-24,10670.74,0,130,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE FEBRERO DE 2017.
2017-03-27,10692.00,0,130,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-04-27,10490.48,0,130,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,10715.71,0,130,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,21291.41,0,130,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-01-26,391.00,0,130,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE ENERO DE 2017
2017-02-24,391.00,0,130,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE FEBRERO DE 2017.
2017-03-27,391.00,0,130,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-04-27,391.00,0,130,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,391.00,0,130,13002,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,391.00,0,130,13002,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-01-26,38166.01,0,130,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,38549.06,0,130,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-04-04,665.95,0,130,21300,Protegido(*),PORTERO BLAZQUEZ FRANCISCO JAVIER,"P.A.J. GASTOS ORIGINADOS DEL SERVICIO DE CALIBRACIÓN, MODIFICACIÓN Y/O REPARACIÓN ETILÓMETRO Y POSTERIOR CERTIFICADO."
2017-05-22,21.85,0,130,21300,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. GASTOS VARIOS POLICIA LOCAL Y PROTECCION CIVIL.
2017-05-22,161.52,0,130,21300,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. GASTOS VARIOS POLICIA LOCAL Y SERV. AMBULANCIA
2017-05-23,37.49,0,130,21300,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. POLICIA LOCAL
2017-05-23,13.41,0,130,21300,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. POLICIA LOCAL
2017-05-23,42.98,0,130,21400,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. POLICIA LOCAL
2017-05-23,3.82,0,130,22003,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. GASTOS VARIOS CONCEJALIA DE SEGURIDAD.
2017-05-23,60.45,0,130,22003,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. POLICIA LOCAL
2017-02-13,183.67,0,130,22101,A86488087,CANAL DE ISABEL II GESTION SA,COMPENSACIÓN DIVIDENDO A CUENTA 2016 CON SUMINISTRO AGUA POLIC LOC 185130459 AVDA DE ESPAÑA 97 DE 06-07-15 A 01-09-15
2017-02-13,186.89,0,130,22101,A86488087,CANAL DE ISABEL II GESTION SA,COMPENSACIÓN DIVIDENDO A CUENTA 2016 CON SUMINISTRO AGUA POLIC LOCAL 185130459 AV DE ESPAÑA 97 DE 05-01-16 A 03-03-16
2017-02-13,177.86,0,130,22101,A86488087,CANAL DE ISABEL II GESTION SA,COMPENSACIÓN DIVIDENDO A CUENTA 2016 CON SUMINISTRO AGUA POLIC LOC 187557681 AVDA DE ESPAÑA 97 DE 06-07-15 A 01-09-15
2017-04-17,196.55,0,130,22101,A86488087,CANAL DE ISABEL II GESTION SA,"COMPENSACION 1,5% 4 TRIM 2016/ 01-07-16 A 31-08-16 SUMINISTRO AGUA POLICIA LOCAL 185130459 AVDA DE ESPAÑA N 97"
2017-01-19,773.96,0,130,22102,A28559573,GALP ENERGIA ESPAÑA SA,20-07-16 A 22-09-16 SUMINISTRO GAS POLIC LOCAL 22156289 AVDA DE ESPAÑA N 97
2017-03-30,753.77,0,130,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-09-16 A 23-11-16 SUMINISTRO GAS POLIC LOCAL 22156289 AVDA DE ESPAÑA N 97 LOCAL
2017-04-21,22808.57,0,130,22104,B97611164,INSIGNA UNIFORMES SL,DICIEMBRE 2016 SUMINISTRO VESTUARIO PARA LA POLICIA LOCAL
2017-04-21,25653.28,0,130,22104,B97611164,INSIGNA UNIFORMES SL,DICIEMBRE 2016 SUMINISTRO VESTUARIO POLICIA LOCAL.
2017-04-04,548.27,0,130,22500,Protegido(*),PORTERO BLAZQUEZ FRANCISCO JAVIER,"P.A.J. GASTOS ORIGINADOS DEL SERVICIO DE CALIBRACIÓN, MODIFICACIÓN Y/O REPARACIÓN ETILÓMETRO Y POSTERIOR CERTIFICADO."
2017-05-23,50.00,0,130,22601,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. POLICIA LOCAL
2017-05-23,210.78,0,130,22706,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. GASTOS VARIOS CONCEJALIA DE SEGURIDAD.
2017-05-23,274.92,0,130,22706,Protegido(*),ALBACETE CARREÑO   ALBERTO,A.C.F. POLICIA LOCAL
2017-01-26,900.00,0,130,23300,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,2268.00,0,130,23300,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-04-21,23899.00,0,130,62400,B85215952,DIRBIKE SL,EXPT: 130/2016 / Nº albarán ALV16/02671: / 4 MOTOCICLETAS POLICIA LOCAL / AYTO. VALDEMORO
2017-04-21,7216.92,0,130,62500,B78118106,MOBILIAR SL,Suministro e instalación del siguiente mobiliario: / Serie HYDRA CLÁSICA:MesaForma Recta1600 x 800 x 740 mmPatas metálic
2017-03-27,968.57,0,132,12001,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,968.57,0,132,12001,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,968.57,0,132,12001,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,1674.95,0,132,12001,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,2181.69,0,132,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,2181.69,0,132,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,2181.69,0,132,12003,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,4067.28,0,132,12003,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,53518.39,0,132,12004,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,53842.43,0,132,12004,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,53289.27,0,132,12004,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,105858.07,0,132,12004,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,10374.01,0,132,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,7682.00,0,132,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,7680.06,0,132,12006,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,15306.41,0,132,12006,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,33755.81,0,132,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,33938.24,0,132,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,33615.21,0,132,12100,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,67088.72,0,132,12100,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,98350.83,0,132,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,98864.17,0,132,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,97889.71,0,132,12101,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,197376.32,0,132,12101,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,7991.69,0,132,12103,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,8034.09,0,132,12103,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,7935.60,0,132,12103,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,7916.39,0,132,12103,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,39216.87,0,132,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,39426.27,0,132,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,39051.54,0,132,15000,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,39333.88,0,132,15000,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,864.00,0,132,23300,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,1476.00,0,132,23300,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,1188.00,0,132,23300,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,3744.00,0,132,23300,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-01-26,7246.33,0,133,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE ENERO DE 2017
2017-02-24,7119.64,0,133,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE FEBRERO DE 2017.
2017-03-27,7246.33,0,133,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-04-27,7194.47,0,133,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,7246.33,0,133,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,14314.11,0,133,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-01-26,1602.72,0,133,13001,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE ENERO DE 2017
2017-02-24,356.16,0,133,13001,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE FEBRERO DE 2017.
2017-04-27,356.16,0,133,13001,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,534.24,0,133,13001,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,890.40,0,133,13001,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-01-26,405.21,0,133,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE ENERO DE 2017
2017-02-24,488.91,0,133,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE FEBRERO DE 2017.
2017-03-27,551.67,0,133,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-04-27,506.18,0,133,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,571.75,0,133,13002,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,566.67,0,133,13002,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-03-30,12499.83,0,133,21000,B60070505,SEÑALES GIROD SL,"OCTUBRE 2016  Trabajos realizados para el contrato de  mantenimiento, reposic nueva instalac señalización vial VALDEMORO"
2017-04-21,4810.63,0,133,21000,B60070505,SEÑALES GIROD SL,"DICIEMBRE 2016 Trabajos realizs  contrato de  manten, reposn y nueva ì instalación de señalización vial"
2017-04-21,12044.24,0,133,21000,B60070505,SEÑALES GIROD SL,"TRABAJOS REALIZADOS CONTRATO MANTENIMIENTO, REPOSICION Y NUEVA INSTALACION SEÑALIZACION VIAL EN EL TERMINO MUNICIPAL"
2017-01-19,6245.29,0,133,22706,U86511755,UTE VALDEMORO MOVILIDAD (VALORIZA SERVICIOS MEDIOAMBIENTALES Y SEYS MEDIOAMB,SERVICIO RETIRADA DE VEHÍCULOS (GRÚA) CORRESPONDIENTE AL PRIMER TRIMESTRE DE 2016.
2017-02-06,16040.58,0,133,22706,U86511755,UTE VALDEMORO MOVILIDAD (VALORIZA SERVICIOS MEDIOAMBIENTALES Y SEYS MEDIOAMB,COMPENS.REINTEGRO EXPTE.6/2016 CON SERV GESTION SANCIONES RECAUD VOLUNTAR ESTACIONAMIENTO REGULADO 2T 2016
2017-03-30,25346.23,0,133,22706,U86511755,UTE VALDEMORO MOVILIDAD (VALORIZA SERVICIOS MEDIOAMBIENTALES Y SEYS MEDIOAMB,"TERCER TRIMESTRE 2016 SERV DE GESTIÓN DE SANC EN RECAUD VOLUN, DENTRO DEL ÁREA DEL SERV DE ESTAC REGULADO, CO"
2017-03-30,6451.48,0,133,22706,U86511755,UTE VALDEMORO MOVILIDAD (VALORIZA SERVICIOS MEDIOAMBIENTALES Y SEYS MEDIOAMB,"TERCER TRIMESTRE 2016 SERV DE GESTIÓN DE SANC EN RECAUD VOLUN, DENTRO DEL ÁREA DEL SERV DE ESTAC REGULADO, CO"
