#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0,130,22601,ATENC. PROTO Y REPRE. SEGURIDAD,3000.00,0.00,3000.00,0.00
0,130,22606,"REUNIONES, CONFERENCIAS Y CURSOS SEGURIDAD",6000.00,0.00,6000.00,0.00
0,130,22701,SEGURIDAD SEGURIDAD,12000.00,0.00,12000.00,0.00
0,130,22706,ESTUD. Y TRABA. TECN. SEGURIDAD,5000.00,0.00,5000.00,485.7
0,130,23010,DIETAS DEL PERSONAL DIRECTIVO SEGURIDAD,500.00,0.00,500.00,0.00
0,130,23020,DEL PERSONAL SEGURIDAD,500.00,0.00,500.00,0.00
0,130,23120,DEL PERSONAL NO DIRECTIVO,0.00,0.00,0.00,0.00
0,130,23300,OTRAS INDEMNIZACIONES SEGURIDAD,0.00,21000.00,21000.00,16812.00
0,130,240,GASTOS DE EDICION Y DISTRIBUCION SEGURIDAD,0.00,0.00,0.00,0.00
0,130,481,PREMIOS BECAS Y PENS.DE ESTU. SEGURIDAD,0.00,0.00,0.00,0.00
0,130,62200,INV. NUEVA ASOC. SEGURIDAD (GALERIA TIRO),0.00,0.00,0.00,0.00
0,130,62300,MAQ. INSTAL.UTIL. SEGURIDAD,0.00,0.00,0.00,0.00
0,130,62302,INSTALACION CAMARAS VIGILANCIA TRAFICO (P5000),0.00,0.00,0.00,0.00
0,130,62400,ELEMENTOS DE TRANSPORTE SEGURIDAD,24000.00,0.00,24000.00,23899.00
0,130,62500,INV. NUEV. MOBILIARIO Y ENSERES SEGURIDAD,0.00,12000.00,12000.00,7216.92
0,133,13000,R.B.L.F. ORDENACION DEL TRAFICO Y DEL ESTACIONAMIENTO,97426.58,0.00,97426.58,103913.37
0,133,13001,HORAS EXTRAS ORDENCION DEL TRAFICO Y DEL ESTACIONAMIENTO,7346.24,0.00,7346.24,5856.48
0,133,13002,O.R. L.F ORDENACION DEL TRAFICO Y DEL ESTACIONAMIENTO,10040.64,0.00,10040.64,7853.96
0,133,131,LABORAL TEMPORAL ORDENACION DEL TRAFICO Y DEL ESTACIONAMIENT,0.00,0.00,0.00,0.00
0,133,21000,INFRAES. Y BIENES NATURALES ORDENAC. TRAFI Y ESTACIONAMIENTO,313303.23,0.00,313303.23,29354.7
0,133,22100,ENERGIA ELECTRICA TRAFICO ESTACIONAMIENTO,0.00,0.00,0.00,0.00
0,133,22199,OTROS SUMINISTROS ORDENACION DEL TRAFICO Y ESTACIONAMIENTO,0.00,0.00,0.00,0.00
0,133,22601,ATENC. PROTO Y REPRESENT. ORDENACION DEL TRAFICO Y ESTACIONA,0.00,0.00,0.00,0.00
0,133,22706,ESTUDIOS Y TRABAJOS TECNICOS SER,174186.00,0.00,174186.00,186022.86
0,133,62302,INSTALACION CAMARAS VIGILANCIA TRAFICO (P5000),0.00,0.00,0.00,0.00
0,133,62303,ADECUAC.SALA CONTROL MOVILIDAD TRAFICO (P5000),0.00,0.00,0.00,0.00
0,135,13000,R.B.L.F. SERV. INTEGRAL DE EMERG Y P.C.IVIL,0.00,271387.83,271387.83,261206.79
0,135,13002,O.R.L.F. SERV. INTEGRAL DE EMERG Y P.C.IVIL,0.00,70932.77,70932.77,86254.16
0,135,22003,MAT.TEC.ESPE.NO. INVENTA.PROTECCION CIVIL.,1000.00,0.00,1000.00,0.00
0,135,22104,VESTUARIO PROTECCION CIVIL,9000.00,0.00,9000.00,8720.53
0,135,22105,PRODUCTOS ALIMENTICIOS PROTECCION CIVIL,2000.00,0.00,2000.00,415.95
0,135,22111,SUMIN. DE REPUES. DE MAQ. UTI. ELEM. TPTE. PROTECCION CIVIL,2000.00,0.00,2000.00,0.00
0,135,22112,"SUMIN. DE MAT., ELECTRO., ELECT. Y DE TELEC.. PROTEC. CIVIL",1000.00,0.00,1000.00,0.00
0,135,22400,PRIMAS DE SEGUROS PROTECCION CIVIL,5000.00,0.00,5000.00,626.62
0,135,22500,TRIBUTOS ESTATALES PROTECCION CIVIL,0.00,0.00,0.00,0.00
0,135,22601,ATENCIONES PROTOCOLARIAS Y PRESENTATIVAS,0.00,0.00,0.00,0.00
0,135,22699,OTROS GASTOS DIVERSOS,1000.00,0.00,1000.00,0.00
0,135,23020,DEL PERSONAL NO DIRECTIVO,0.00,0.00,0.00,0.00
0,135,23120,DEL PERSONAL NO DIRECTIVO,0.00,0.00,0.00,0.00
0,136,21200,EDIFI.  Y OTRAS  CONSTRUCC. SERV. EXTINC. INCENDIOS,0.00,0.00,0.00,0.00
0,136,22501,TRIBUTOS CAM SERVICIO DE EXTINCION DE INCENDIOS,2054488.81,638068.92,2692557.73,2559957.77
0,136,35200,INTERESES DE DEMORA SERVICO DE EXTINCION DE INCENDIOS,306486.28,44060.39,350546.67,248350.74
0,150,12000,SUELDOS GRUPO A1 URBANISMO,44031.96,0.00,44031.96,45511.51
0,150,12001,SUELDOS GRUPO A2 URBANISMO,0.00,0.00,0.00,0.00
0,150,12002,SUELDOS GRUPO B URBANISMO,0.00,0.00,0.00,0.00
0,150,12003,SUELDOS GRUPO C1 URBANISMO,9884.84,0.00,9884.84,10250.51
0,150,12004,SUELDOS GRUPO C2 URBANISMO,8378.58,0.00,8378.58,9053.09
0,150,12005,SUELDOS GRUPO E URBANISMO,0.00,4908.78,4908.78,5595.67
0,150,12006,TRIENIOS FUNC. URBANISMO,15595.9,1683.29,17279.19,20286.59
0,150,12100,COMPLEM. DESTINO URBANISMO,43507.66,2327.58,45835.24,36673.74
0,150,12101,COMPLEM. ESPEDIFICO URBANISMO,50565.06,4350.57,54915.63,46618.82
0,150,12103,OTROS COMPLEM. FUNC. URBANISMO,0.00,5928.00,5928.00,5928.00
0,150,13000,R.B. L.F. URBANISMO,887678.13,0.00,887678.13,886799.65
0,150,13001,HORAS EXTRAS L.F. URBANISMO,0.00,0.00,0.00,432.52
0,150,13002,O.R. L.F. URBANISMO,73186.2,0.00,73186.2,71799.24
0,150,131,R.L. T. URBANISMO,0.00,0.00,0.00,0.00
0,150,15000,PRODUCT. FUNC. URBANISMO,54508.32,5297.47,59805.79,31512.13
0,150,15001,PRODUCTIVIDAD LABORALES URBANISMO,35020.8,0.00,35020.8,33597.03
0,150,15100,GRATIFICACIONES F. URBANISMO,0.00,0.00,0.00,0.00
0,150,15101,GRATIFICACIONES L.F. URBANISMO,0.00,0.00,0.00,0.00
0,150,15301,DEDICACION LAB. URBANISMO,6840.00,0.00,6840.00,6840.00
0,150,20200,ARRENDA.  DE EDIFI. Y OTRAS CONSTRUCC. URBANISMO,50000.00,0.00,50000.00,7260.00
0,150,203,ARRENDA.MAQ.INSTA.UTILL. URBANISMO,0.00,0.00,0.00,0.00
0,150,205,ARRENDAMIENTOS DE MOBILIARIO Y ENSERES,0.00,0.00,0.00,0.00
0,150,209,CANON PARKING DISUASORIO,0.00,0.00,0.00,0.00
0,150,21200,EDIFI.  Y OTRAS  CONSTRUCC.  URBANISMO,20000.00,0.00,20000.00,0.00
0,150,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA. URBANISMO",1000.00,0.00,1000.00,99.34
0,150,21500,MOBILIARIO URBANISMO,300.00,0.00,300.00,0.00
0,150,22001,"PRENSA, LIB.Y OTR.PUBL.URBANISMO",2000.00,0.00,2000.00,0.00
0,150,22003,MAT.TEC.ESP.NO.INV.URBANISMO,1000.00,0.00,1000.00,246.31
0,150,22101,AGUA URBANISMO,244000.00,0.00,244000.00,1006272.00
0,150,22102,GAS URBANISMO,0.00,0.00,0.00,3301.53
0,150,22104,VESTUARIO ADMON. GENERAL VIVIENDA Y URBANISMO,0.00,0.00,0.00,870.29
0,150,22500,TRIBUTOS ESTATALES URBANISMO,1000.00,0.00,1000.00,0.00
0,150,22601,ATENC.PROTO.Y REPRESEN. URBANISMO,1000.00,0.00,1000.00,0.00
0,150,22602,PUBLICIDAD Y PROPAGANDA URBANISMO,0.00,0.00,0.00,0.00
0,150,22603,PUBLICACIONES EN DIARIOS OFICIALES URBANISMO,30000.00,0.00,30000.00,3080.8
0,150,22604,JURIDICOS URBANISMO,5000.00,0.00,5000.00,644.00
0,150,22606,"REUNIONES, CONFERENCIAS Y CURSOS URBANISMO",0.00,0.00,0.00,0.00
0,150,22611,ANUNCIOS EN PERIODICOS  URBANISMO,5000.00,0.00,5000.00,1443.78
0,150,22699,OTROS GASTOS DIVERSOS,1000.00,0.00,1000.00,0.00
0,150,22706,ESTUDIOS Y TRABAJOS TECNICOS URBANISMO,85000.00,0.00,85000.00,12449.09
0,150,23000,DE LOS MIEMBROS DE LOS ORGANOS DE GOBIERNO URBANISMO,0.00,0.00,0.00,160.00
0,150,23100,DE LOS MIEMBROS DE LOS ORGANOS DE GOBIERNO,0.00,0.00,0.00,37.00
0,150,23120,LOCOMOCION PERSONAL URBANISMO,500.00,0.00,500.00,0.00
0,150,62300,INVERS. NUEV. ASOC. A MAQ.INSTA Y UTILLA. URBANISMO,0.00,0.00,0.00,0.00
0,150,750,A LA ADMON GENERAL DE LA CAM URBANISMO,0.00,0.00,0.00,0.00
0,150,770,A EMPRESAS PRIVADAS,0.00,0.00,0.00,0.00
0,150,79001,APORTA.CUOTAS URBANIZACION LA PELUQUERA,0.00,0.00,0.00,0.00
0,151,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0.00,0.00,0.00,0.00
0,151,21400,ELEMENTOS DE TRANSPORTE,0.00,0.00,0.00,0.00
0,151,22003,MATERIAL TECNICO ESPECIAL NO INVENTARIABLE,0.00,0.00,0.00,0.00
0,151,22699,OTROS GASTOS DIVERSOS,0.00,0.00,0.00,0.00
0,1521,13000,R.B. L.F. ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,13001,HORAS EXTRAS L.F. ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,13002,O.R. L.F. ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,131,R.L. T. ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,15101,GRATIFICACIONES L.F. ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,15301,DEDICACION LAB. ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,20200,ARRENDA.  DE EDIFI. Y OTRAS CONSTRUCC. URBANISMO,0.00,0.00,0.00,50374.74
0,1521,21200,EDIFI.  Y OTRAS  CONSTRUCC.,0.00,0.00,0.00,18451.08
0,1521,22105,PRODUCTOS ALIMENTICIOS ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,224,PRIMAS DE SEGUROS ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,22400,PRIMAS DE SEGUROS. PROMOCIÓN Y GESTIÓN VIVIENDA,0.00,0.00,0.00,2838.22
0,1521,22602,PUBLIC. Y PROPAGANDA ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,22603,PUBLICACION EN DIARIOS OFICIALES ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,23120,LOCOMOCION PERSONAL ACCESO A LA VIVIENDA,0.00,0.00,0.00,0.00
0,1521,44900,OTRAS SUBV A ENTES PUBLIC Y SOCIED MERCAT DE LA ENT LOCAL,0.00,0.00,0.00,0.00
0,1521,481,AYUDAS ACCESO VIVIENDA Y ALQUILERES VIVIENDA,0.00,0.00,0.00,0.00
0,1522,22713,ÓRDENES DE EJECUCIÓN SUBSIDIARIA,0.00,0.00,0.00,0.00
0,1532,22711,CONT. SERVICIO CONSERVACION PAVIMENTOS,528757.45,66248.26,595005.71,568361.63
0,1532,61900,O. INV.  REPO.  INFRA. Y BIE. DEST AL USO GRAL VIAS PUBLICAS,400000.00,0.00,400000.00,0.00
0,161,22700,CONTRATO MANTENIMIENTO ALCANTARILLADO,0.00,0.00,0.00,0.00
0,161,22706,ESTUD. Y TABA.TECNI. SANEA.ADAST. Y DISTRI. AGUAS,0.00,0.00,0.00,0.00
0,1621,22001,PRENSA LI. Y O. PUBLIC. RECOG. ELIM Y TRATA. RESIDUOS,0.00,0.00,0.00,0.00
0,1621,22109,PRODUC. PISCINAS DEPORTES RECOG. ELI. TRATA RESIDUOS,0.00,0.00,0.00,0.00
0,1621,22110,PRODUCTOS DE LIMPIEZA Y ASEO RECOG. ELIM. Y TRATA. RESIDUOS,0.00,0.00,0.00,0.00
0,1621,22199,OTROS SUMINISTROS RECOGIDA ELIMINA.  Y TRATA. DE RESIDUOS,0.00,0.00,0.00,0.00
0,1621,22600,"CANONES RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",0.00,0.00,0.00,0.00
0,1621,22601,ATENC. PROTO Y REPRES. RECOG. ELIM. Y TRATA. RESIDUOS,0.00,0.00,0.00,0.00
0,1621,22606,"REUNIONES, CONFERENCIAS Y CURSOS RECOG.ELIM. Y TRATA. RESIDU",0.00,0.00,0.00,0.00
0,1621,22700,"CONTRATO SERVI.RECOGIDA, ELIMINACION Y TRATAMIENTO RESIDUOS",3962906.23,641361.2,4604267.43,4489528.4
0,1622,22501,TRIBUTOS DE LAS COMUNIDADES AUTONOMAS,0.00,0.00,0.00,0.00
0,1622,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,315000.00,0.00,315000.00,317061.00
0,1622,463,REC.ELI. Y TRATA. RESIDUOS A MANCOMUNIDADES,0.00,0.00,0.00,0.00
0,163,22700,CONTRATO SERVICIO LIMPIEZA VIARIA,3253486.32,525014.12,3778500.44,3675098.84
0,164,13000,R.B. L.F. CEMENTERIOS,12987.64,0.00,12987.64,3993.75
0,164,13001,HORAS EXTRAS L.F. CEMENTERIO,2645.00,0.00,2645.00,0.00
0,164,13002,O.R. L.F. CEMENTERIOS,1500.00,0.00,1500.00,0.00
0,164,131,REMUN. L.T. CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,15101,GRATIFICACIONES L.F. CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,15102,GRATIFICACIONES L.E. CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,15301,DEDICACION LAB. CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,203,ARRENDA. MAQ. INST. Y UTI. CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,22100,ENERGIA ELECTRICA CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,22101,AGUA CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,22106,PRODUCTOS FARMACEUTICOS CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,22107,SUMIN. PRODUCTOS JARDINES CEMENTERIOS,0.00,0.00,0.00,0.00
0,164,22199,OTROS SUMINISTROS CEMENTERIO Y SERVICIOS FUNERARIOS,0.00,0.00,0.00,0.00
0,164,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS,0.00,0.00,0.00,0.00
0,164,23120,LOCOMOCION PERSONAL CEMENTERIOS,0.00,0.00,0.00,0.00
0,165,21000,INFRAESTRUCTURAS Y BIENES NATURALES ALUMBRADO PUBLICO,566529.84,0.00,566529.84,697639.05
0,165,21200,EDIFICIOS Y OTRAS CONSTRUCCIONES ALUMBRADO PUBLICO,299726.9,0.00,299726.9,297583.26
0,165,22100,ENERGIA ELECTRICA ALUMBRADO PUBLICO,2604335.94,672809.75,3277145.69,2961698.91
0,165,22102,GAS ALUMBRADO PUBLICO,426344.58,0.00,426344.58,0.00
0,165,22103,COMBUSTIBLES Y CARBURANTES ALUMBRADO PUBLICO,18421.04,0.00,18421.04,15754.65
0,165,22706,ESTUDIOS Y TRABAJOS TECNICOS ALUMBRADO PUBLICO,210622.06,0.00,210622.06,0.00
0,165,22712,CONT. MANT. ALUMBRADO PUBLICO,250000.00,11480.04,261480.04,38441.06
0,170,203,ARRENDA. MAQ. INSTA Y UTI PARQUES Y JARDINES,0.00,0.00,0.00,0.00
0,170,21000,INFRAESTRUCTURAS Y BIENES NATURALES PARQUES Y JARDINES,65000.00,0.00,65000.00,0.00
0,170,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA. PARQUES Y JARDINES",1000.00,0.00,1000.00,0.00
0,170,21500,MOBILIARIO PARQUES Y JARDINES,44000.00,0.00,44000.00,0.00
0,170,22001,PRENSA LI. Y O. PUBLIC. PARQUES Y JARDINES,0.00,0.00,0.00,0.00
0,170,22002,MATERIAL INFORMATICO NO INVENTARIABLE PARQUES Y JARDINES,1000.00,0.00,1000.00,0.00
0,170,22106,PRODUC. FARMAC. PARQUES Y JARDINES,6000.00,0.00,6000.00,1776.94
0,170,22107,SUMIN. PRODUCTOS JARDINES PARQUES Y JARDINES,12000.00,0.00,12000.00,0.00
0,170,22110,PRODUCTOS DE LIMPIEZA Y ASEO PARQUES Y JARDINES,0.00,0.00,0.00,0.00
0,170,22113,MANUTENCION DE ANIMALES PARQUES Y JARDINES,0.00,0.00,0.00,0.00
0,170,22601,ATENCION.  PROTOCO. Y REPRESENTATIVAS PARQUES Y JARDINES,0.00,0.00,0.00,0.00
0,170,22699,OTROS GASTOS DIVERSOS PARQUES Y JARDINES,0.00,0.00,0.00,0.00
0,170,22700,LIMPIEZA Y ASEO,0.00,0.00,0.00,0.00
0,170,22706,ESTUD. Y TRABA. TEC. PARQUEES Y JARDINES,0.00,0.00,0.00,0.00
0,170,23120,DEL PERSONAL NO DIRECTIVO PARQUES Y JARDINES,500.00,0.00,500.00,0.00
0,171,22710,SERVICIOS VARIOS ZONAS VERDES,4113262.29,662464.32,4775726.61,4637250.25
0,211,16006,MED-FAR.FUNCIONARIOS,0.00,0.00,0.00,0.00
0,211,16102,FONDO PARA PRESTAMOS ADQUISICION VIVIENDA,0.00,0.00,0.00,0.00
0,221,127,CONTRIB.PLANES Y FONDOS DE PENSIONES FUNCIONARIOS,4267.1,0.00,4267.1,3846.4
0,221,147,CONTRIBU. PLANES Y FONDOS PENSIONES LABORAL,11732.00,0.00,11732.00,11295.92
0,221,16000,SEGURIDAD SOCIAL,0.00,0.00,0.00,0.00
0,221,16105,PENSIONES A CARGO DE LA ENTIDAD LOCAL,20323.24,0.00,20323.24,12229.28
0,221,16200,FORMA Y PERFEC.DEL PERSONAL OTRAS PRESTA ECON,79725.94,0.00,79725.94,2008.97
0,221,16204,ACCION SOCIAL OTRAS PRESTA ECO A FAVOR EMPLE,0.00,0.00,0.00,0.00
0,221,16205,SEGUROS DE VIDA A FAVOR DE EMPLEADOS,65106.35,0.00,65106.35,72551.34
0,221,16206,APORTACIONES ASISTENCIA SANITARIA COMPLEMENTARIA,0.00,0.00,0.00,0.00
0,221,16306,APORTACIONES SECCIONES SINDICALES (LABORALES),0.00,0.00,0.00,0.00
0,221,170,OTROS CONCEPTOS OTRAS PREST.ECON A FAVOR EMPLEADOS,0.00,0.00,0.00,0.00
0,221,225,TRIBUTOS,0.00,0.00,0.00,0.00
0,2310,12000,SUELDOS GRUPO A1 ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,12001,SUELDOS GRUPO A2 ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,12004,SUELDOS GRUPO C2 ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,12006,TRIENIOS FUNC. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,12100,COMPLEM. DESTINO ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,12101,COMPLEM.ESPECIFICO ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,12103,O. COMPLEM FUNC. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,13000,R.B. L.F. ACCION SOCIAL,1077202.9,0.00,1077202.9,299202.48
0,2310,13001,HORAS EXTRAS L.F. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,13002,O.R. L.F. ACCION SOCIAL,18225.21,0.00,18225.21,7287.21
0,2310,131,REMUN. L.T. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,15000,PRODUCT. FUNC. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,15100,GRATIFICACIONES F. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,15101,GRATIFICACIONES L.F. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,15102,GRATIFICACIONES L.E. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,15300,DEDICACION FUNC. ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2310,15301,DEDICACION LAB. ACCION SOCIAL,3420.00,0.00,3420.00,3420.00
0,2311,13000,R.B.L.F. ATENCION SOCIAL PRIMARIA,0.00,0.00,0.00,770669.07
0,2311,13002,OTRAS REMUNERACIONES ATENCION SOCIAL  PRIMARIA,0.00,0.00,0.00,9233.63
0,2311,203,ARRENDA. MAQ.INSTAS Y UTI ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,21200,EDIFI.  Y OTRAS  CONSTRUCC.  ACCION  SOCIAL,1500.00,0.00,1500.00,0.00
0,2311,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA. ACCION SOCIAL",2000.00,0.00,2000.00,111.32
0,2311,21500,REPA. MANT. Y CONSERV. MOBILIARIO Y ENSERES ACCION SOCIAL,500.00,0.00,500.00,1252.96
0,2311,22001,"PRESA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES ACCION SOCIAL",0.00,0.00,0.00,0.00
0,2311,22003,MAT.TEC.ESPE.NO.INVENTARIABLE ACCION SOCIAL,1400.00,0.00,1400.00,215.9
0,2311,22100,ENERGIA ELECTRICA ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,22101,AGUA ACCION SOCIAL,10000.00,531.71,10531.71,9119.8
0,2311,22102,GAS ACCION SOCIAL,0.00,10000.00,10000.00,15948.65
0,2311,22106,PRODUCTOS FARMACEUTICOS ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,22201,POSTALES ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,223,TRANSPORTE ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,224,PRIMAS DE SEGUROS ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,22601,ATENC.PROTO Y REPRE. ACCION SOCIAL,1000.00,0.00,1000.00,49.85
0,2311,22602,PUBLIC. Y PROPAGANDA ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,22606,"REUNIONES, CONFERENCIAS Y CURSOS ACCION SOCIAL",0.00,0.00,0.00,0.00
0,2311,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,22706,ESTUD. Y TRABA. TECN. ACCION SOCIAL,123426.00,54574.00,178000.00,53119.76
0,2311,23020,DEL PERSONAL NO DIRECTIVO,0.00,0.00,0.00,0.00
0,2311,23120,LOCOMOCION DE PERSONAL ACCION SOCIAL,100.00,0.00,100.00,0.00
0,2311,440,SUBVENCIONES PARA FOMENTO DEL EMPLEO,0.00,0.00,0.00,0.00
0,2311,44000,SUBVENCIONES PARA FOMENTO DEL EMPLEO A SSMM ACCION SOCIAL,0.00,0.00,0.00,0.00
0,2311,48000,ATENC. BENEF. Y ASIST. ACCION SOCIAL,150000.00,50000.00,200000.00,165928.48
0,2311,48900,TRANSF. A FAMI. E INSTITUIC. SIN ANIMO LUCRO ACCION SOCIAL,0.00,150000.00,150000.00,0.00
0,2311,62202,INV.NUEV.EDIFICIOS Y O.CONSTRUCCIONES,0.00,0.00,0.00,0.00
0,2312,12000,SUELDOS GRUPO A1 AREA DE LA MUJER,14677.32,0.00,14677.32,15164.55
0,2312,12006,TRIENIOS AREA DE LA MUJER,2393.99,0.00,2393.99,2806.04
